,erdogan,macron,merkel,putin,trump
erdogan,0.0,1.4218945031669725,2.062782814668855,3.6152079488201903,3.571396098417473
macron,1.4218945031669725,0.0,2.3596962434799806,3.4931640863680893,3.8801227308178183
merkel,2.062782814668855,2.3596962434799806,0.0,3.766278841078099,3.7001320148084216
putin,3.6152079488201903,3.4931640863680893,3.766278841078099,0.0,4.108024862496359
trump,3.571396098417473,3.8801227308178183,3.7001320148084216,4.108024862496359,0.0
