top_pair,other_pair,observed_difference,ci_low,ci_high,share_top_greater
macron–merkel,erdogan–macron,0.014073550701141357,-0.024735063314437866,0.06309888511896133,0.833
macron–merkel,erdogan–merkel,0.04348856210708618,0.005796334240585566,0.10047710686922073,0.989
macron–merkel,erdogan–putin,0.09674263000488281,0.03682286664843559,0.17971742153167725,0.998
macron–merkel,erdogan–trump,0.07554024457931519,0.028281059116125107,0.17178870737552643,0.997
macron–merkel,macron–putin,0.09288036823272705,0.04382917284965515,0.12956541776657104,0.9995
macron–merkel,macron–trump,0.06495624780654907,0.0178949274122715,0.1498454213142395,0.9945
macron–merkel,merkel–putin,0.10960614681243896,0.07104258984327316,0.1498890370130539,1.0
macron–merkel,merkel–trump,0.09693187475204468,0.06039223447442055,0.18101337552070618,1.0
macron–merkel,putin–trump,0.12758564949035645,0.07094980031251907,0.2192848175764084,1.0
