top_pair,other_pair,observed_difference,ci_low,ci_high,share_top_greater
erdogan–macron,erdogan–merkel,0.019242465496063232,-0.0008393570897169411,0.04307138919830322,0.9705
erdogan–macron,erdogan–putin,0.07770770788192749,0.05739853158593178,0.10637059062719345,1.0
erdogan–macron,erdogan–trump,0.06388992071151733,0.04780622571706772,0.17734430730342865,1.0
erdogan–macron,macron–merkel,0.002092897891998291,-0.028982415795326233,0.02052430436015129,0.5045
erdogan–macron,macron–putin,0.0667615532875061,0.029399659484624863,0.09005393087863922,0.996
erdogan–macron,macron–trump,0.062201738357543945,0.02526092156767845,0.18487273156642914,0.9965
erdogan–macron,merkel–putin,0.09496259689331055,0.057086117565631866,0.12688855826854706,0.9995
erdogan–macron,merkel–trump,0.07893812656402588,0.043446134775877,0.19529013335704803,0.998
erdogan–macron,putin–trump,0.09744781255722046,0.05199330300092697,0.22671325504779816,0.999
