chunk_id,speech_id,leader,language,speech_date,speech_type,chunk_index,token_count,word_count,emo_neutral,emo_sadness,emo_disappointment,emo_realization,emo_approval,emo_annoyance,emo_disapproval,emo_admiration,emo_grief,emo_relief,emo_embarrassment,emo_fear,emo_nervousness,emo_remorse,emo_joy,emo_optimism,emo_disgust,emo_anger,emo_pride,emo_surprise,emo_desire,emo_caring,emo_love,emo_gratitude,emo_confusion,emo_excitement,emo_amusement,emo_curiosity,sent_neutral,sent_negative,sent_positive,fam_affiliative_positive,fam_threat_negative,fam_hostility,fam_cognitive_other,fam_neutral,valence
macron2022_c010,macron2022,macron,en,2022-12-31,new_year_address,10,154,136,0.279895156621933,0.0014113426441326737,0.003988949581980705,0.024205194786190987,0.3218977153301239,0.003927982412278652,0.0071027036756277084,0.00813524890691042,0.00043809361523017287,0.0009591056150384247,0.0003748804738279432,0.0016545327380299568,0.001007793820463121,0.0008613884565420449,0.0018486283952370286,0.20185326039791107,0.0008413053001277149,0.0010502052027732134,0.0006150169065222144,0.0038487690035253763,0.07089728116989136,0.00759330065920949,0.0037966626696288586,0.0007472513243556023,0.033460281789302826,0.010056559927761555,0.0006467609200626612,0.1763119250535965,0.8369015455245972,0.09340519458055496,0.06969321519136429,0.3218977153301239,0.003988949581980705,0.0071027036756277084,0.1763119250535965,0.279895156621933,-0.023711979389190674
macron2022_c011,macron2022,macron,en,2022-12-31,new_year_address,11,152,134,0.334267258644104,0.001015553018078208,0.002868250710889697,0.02637084759771824,0.48382431268692017,0.0032456412445753813,0.005323517136275768,0.031687963753938675,0.0003740273241419345,0.002808749210089445,0.00021971800015307963,0.0008325890521518886,0.0004898026818409562,0.0005181723972782493,0.002964892890304327,0.18588100373744965,0.0007037376635707915,0.0005120403948239982,0.002527868840843439,0.0007349443039856851,0.03917372599244118,0.011725179851055145,0.0017513734055683017,0.003457598853856325,0.002015476580709219,0.0038000743370503187,0.000611392199061811,0.0019108423730358481,0.720933735370636,0.07528023421764374,0.20378610491752625,0.48382431268692017,0.002868250710889697,0.005323517136275768,0.03917372599244118,0.334267258644104,0.1285058706998825
macron2022_c012,macron2022,macron,en,2022-12-31,new_year_address,12,108,93,0.44097012281417847,0.006673560477793217,0.012340104207396507,0.12535779178142548,0.24166937172412872,0.005608105566352606,0.00589325837790966,0.01351502351462841,0.0010792597895488143,0.007501501124352217,0.0014109871117398143,0.0028790871147066355,0.002824990777298808,0.0038950054440647364,0.001920362119562924,0.13392648100852966,0.0010580820962786674,0.0007690555066801608,0.004801495000720024,0.000733420078177005,0.01052933931350708,0.022541405633091927,0.0007859751931391656,0.006547928787767887,0.002801731461659074,0.0013773750979453325,0.0003690870071295649,0.00071556749753654,0.7425355315208435,0.06561080366373062,0.1918535977602005,0.24166937172412872,0.012340104207396507,0.00589325837790966,0.12535779178142548,0.44097012281417847,0.12624279409646988
macron2022_c013,macron2022,macron,en,2022-12-31,new_year_address,13,117,101,0.2545367479324341,0.0017101818230003119,0.006956534460186958,0.033706068992614746,0.25998446345329285,0.005562597885727882,0.007535078562796116,0.049779538065195084,0.0006212472217157483,0.0026007164269685745,0.000445456535089761,0.0014338535256683826,0.0007363541517406702,0.0010948458220809698,0.002218358451500535,0.39121928811073303,0.0009853884112089872,0.0008905133581720293,0.005182440858334303,0.0011506029404699802,0.14499013125896454,0.013383224606513977,0.001614677021279931,0.005952990148216486,0.0021648432593792677,0.005140035413205624,0.00045452103950083256,0.0016719738487154245,0.5567132234573364,0.06389420479536057,0.3793925642967224,0.39121928811073303,0.006956534460186958,0.007535078562796116,0.14499013125896454,0.2545367479324341,0.31549835950136185
macron2022_c014,macron2022,macron,en,2022-12-31,new_year_address,14,110,95,0.1038307473063469,0.0032215008977800608,0.006481212563812733,0.006246815901249647,0.042817894369363785,0.009188991039991379,0.003932557534426451,0.019298197701573372,0.0007104644901119173,0.0012193054426461458,0.0004993933835066855,0.0011043845443055034,0.0009451647638343275,0.0017110761255025864,0.0040380931459367275,0.135842964053154,0.0024196694139391184,0.001866632024757564,0.0014721369370818138,0.0011650653323158622,0.7955908179283142,0.01568724401295185,0.005431376863270998,0.005570598412305117,0.0017787045799195766,0.008475296199321747,0.001914624823257327,0.005533669143915176,0.48028209805488586,0.1973894089460373,0.32232850790023804,0.135842964053154,0.006481212563812733,0.009188991039991379,0.7955908179283142,0.1038307473063469,0.12493909895420074
macron2022_c015,macron2022,macron,en,2022-12-31,new_year_address,15,88,81,0.1486472189426422,0.0015069879591464996,0.0029468643479049206,0.014152832329273224,0.38167837262153625,0.005871269386261702,0.008525632321834564,0.09477047622203827,0.0007479038904421031,0.00334983435459435,0.00033935048850253224,0.0019154733745381236,0.0009653162560425699,0.0010842966148629785,0.0021966530475765467,0.43900638818740845,0.0008741202764213085,0.001639406313188374,0.00578088266775012,0.0007988574216142297,0.11366640776395798,0.14324909448623657,0.0037117411848157644,0.0089108319953084,0.0016511187423020601,0.004654250107705593,0.0004449229163583368,0.002367684617638588,0.4809923470020294,0.02862873673439026,0.4903789162635803,0.43900638818740845,0.0029468643479049206,0.008525632321834564,0.11366640776395798,0.1486472189426422,0.46175017952919006
macron2022_c016,macron2022,macron,en,2022-12-31,new_year_address,16,124,108,0.2049659788608551,0.0011490066535770893,0.0028561430517584085,0.026156844571232796,0.4353339374065399,0.00355919124558568,0.005280762445181608,0.11885103583335876,0.0005050455220043659,0.0030315250623971224,0.0003566711093299091,0.001281369593925774,0.0006156663876026869,0.0008425941341556609,0.0029292975086718798,0.3051879107952118,0.0007555701886303723,0.0007005241350270808,0.006589144468307495,0.0010560377268120646,0.05129697173833847,0.020475292578339577,0.0016628402518108487,0.006581535097211599,0.0016351178055629134,0.007805537898093462,0.000600192230194807,0.001987331546843052,0.12124928086996078,0.006986247841268778,0.8717644810676575,0.4353339374065399,0.0028561430517584085,0.005280762445181608,0.05129697173833847,0.2049659788608551,0.8647782332263887
macron2022_c017,macron2022,macron,en,2022-12-31,new_year_address,17,92,79,0.22735321521759033,0.056621816009283066,0.018962528556585312,0.06322403997182846,0.2061854749917984,0.005318985320627689,0.004583348054438829,0.23460522294044495,0.007366369944065809,0.019300471991300583,0.0015845930902287364,0.0016977093182504177,0.001339050941169262,0.006247301585972309,0.006093780510127544,0.03990204259753227,0.0011287825182080269,0.0010936575708910823,0.02056851051747799,0.0014760562917217612,0.011347726918756962,0.053115114569664,0.00271258014254272,0.0383317656815052,0.0007639217656105757,0.0026627392508089542,0.0005012450274080038,0.0006553315324708819,0.14604495465755463,0.00622253492474556,0.8477324843406677,0.23460522294044495,0.056621816009283066,0.005318985320627689,0.06322403997182846,0.22735321521759033,0.8415099494159222
macron2022_c018,macron2022,macron,en,2022-12-31,new_year_address,18,111,102,0.19817769527435303,0.00828569196164608,0.010821051895618439,0.03419627994298935,0.41505858302116394,0.006014207378029823,0.009050173684954643,0.13157165050506592,0.001665326883085072,0.006423171143978834,0.0005641980678774416,0.0015962709439918399,0.0013748425990343094,0.002071621362119913,0.002277848543599248,0.19298622012138367,0.0008918623207136989,0.00115931814070791,0.007436656858772039,0.0006053997203707695,0.051665905863046646,0.09914938360452652,0.0036937689874321222,0.006567661184817553,0.0012439845595508814,0.0024540305603295565,0.00035943632246926427,0.001285735284909606,0.24612294137477875,0.012813067063689232,0.7410640120506287,0.41505858302116394,0.010821051895618439,0.009050173684954643,0.051665905863046646,0.19817769527435303,0.7282509449869394
macron2022_c019,macron2022,macron,en,2022-12-31,new_year_address,19,129,117,0.1367824226617813,0.0010266643948853016,0.003149778349325061,0.02037150040268898,0.47516804933547974,0.004841394256800413,0.005909886676818132,0.21664050221443176,0.0005615049740299582,0.0031804905738681555,0.00030002908897586167,0.0009669031715020537,0.00045417496585287154,0.000824559130705893,0.004302978049963713,0.4168587028980255,0.0008219147566705942,0.0011656804708763957,0.00951722078025341,0.001229265471920371,0.06771115958690643,0.021222686395049095,0.0026466527488082647,0.008798167109489441,0.001703773275949061,0.008205268532037735,0.0005776520119979978,0.0019578125793486834,0.12020939588546753,0.006541715934872627,0.8732489347457886,0.47516804933547974,0.003149778349325061,0.005909886676818132,0.06771115958690643,0.1367824226617813,0.866707218810916
macron2022_c020,macron2022,macron,en,2022-12-31,new_year_address,20,139,117,0.32854458689689636,0.0012013745727017522,0.0063601769506931305,0.04663975536823273,0.4942324161529541,0.008932149037718773,0.034667644649744034,0.02179678902029991,0.0003686119453050196,0.0021796259097754955,0.0003916605783160776,0.0006691999151371419,0.00038350102840922773,0.0007411733968183398,0.001512414775788784,0.19673943519592285,0.0009265401167795062,0.0010462087811902165,0.002124826656654477,0.0009110338287428021,0.015381098724901676,0.009259475395083427,0.0014165478060021996,0.002127629006281495,0.0031969838310033083,0.0020765915978699923,0.0004463640507310629,0.0012448059860616922,0.504348635673523,0.062361765652894974,0.43328961730003357,0.4942324161529541,0.0063601769506931305,0.034667644649744034,0.04663975536823273,0.32854458689689636,0.3709278516471386
macron2022_c021,macron2022,macron,en,2022-12-31,new_year_address,21,105,96,0.13936534523963928,0.015651073306798935,0.09644830226898193,0.044052645564079285,0.07474489510059357,0.009462645277380943,0.013805975206196308,0.010208111256361008,0.0013979611685499549,0.003572475863620639,0.0013129465514793992,0.0027777967043220997,0.0034067444503307343,0.00581330293789506,0.003029532264918089,0.7387175559997559,0.0013638183008879423,0.0008902143454179168,0.0018301430391147733,0.0018513412214815617,0.10978227108716965,0.021499278023838997,0.002755772555246949,0.0022867454681545496,0.003586830571293831,0.003972948994487524,0.0011302308412268758,0.0024786051362752914,0.6406762599945068,0.19380925595760345,0.1655144989490509,0.7387175559997559,0.09644830226898193,0.013805975206196308,0.10978227108716965,0.13936534523963928,-0.02829475700855255
macron2022_c022,macron2022,macron,en,2022-12-31,new_year_address,22,105,94,0.21380342543125153,0.002571894321590662,0.004071591421961784,0.027221178635954857,0.6000810265541077,0.0054483008570969105,0.008149022236466408,0.0357942096889019,0.0007380138267762959,0.005887066014111042,0.0004663030558731407,0.0017268010415136814,0.0011036588111892343,0.0011304885847494006,0.0030411193147301674,0.20084361732006073,0.0007936221081763506,0.0010041359346359968,0.006270627491176128,0.0005665381322614849,0.03483252227306366,0.03829893469810486,0.0016714303055778146,0.0054457406513392925,0.0014660221058875322,0.0037776236422359943,0.00045233702985569835,0.0010757395066320896,0.6379268765449524,0.2214401662349701,0.1406329721212387,0.6000810265541077,0.004071591421961784,0.008149022236466408,0.03483252227306366,0.21380342543125153,-0.08080719411373138
macron2022_c023,macron2022,macron,en,2022-12-31,new_year_address,23,161,124,0.3349899351596832,0.0010675117373466492,0.004611740820109844,0.024071721360087395,0.24765940010547638,0.00467678764835,0.012335757724940777,0.04472309350967407,0.0004156890499871224,0.002030421746894717,0.0003182943619322032,0.0008701306651346385,0.00046179929631762207,0.0007989932782948017,0.0022733695805072784,0.3359355032444,0.0007096612825989723,0.0006972710834816098,0.003936519846320152,0.0011794216698035598,0.09308252483606339,0.010567652992904186,0.0018731197342276573,0.0064974999986588955,0.0017744654323905706,0.006085538305342197,0.0004702906298916787,0.0013484841911122203,0.4416382312774658,0.02063300646841526,0.5377287864685059,0.3359355032444,0.004611740820109844,0.012335757724940777,0.09308252483606339,0.3349899351596832,0.5170957800000906
