leader,n_speeches,n_chunks,mean_dist_speech_to_leader,sd_dist_speech_to_leader,mean_dist_chunk_to_speech,mean_dist_chunk_to_leader
erdogan,5,85,0.04317221790552139,0.028386002406477928,0.22303324639797212,0.256919127702713
macron,4,99,0.015190467238426208,0.0034402902238070965,0.2271108217537403,0.23886827379465103
merkel,4,46,0.02381989359855652,0.0030551087111234665,0.20902570709586143,0.22785330936312675
putin,4,26,0.025581970810890198,0.0034730294719338417,0.1337592415511608,0.1559331677854061
trump,3,48,0.03914618492126465,0.014949656091630459,0.18380274871985117,0.21616627275943756
