speech_id,leader,language,speech_date,speech_type,national_identity_cos,national_identity_cos_en,national_identity_pct,national_identity_rel,national_identity_kw,security_military_cos,security_military_cos_en,security_military_pct,security_military_rel,security_military_kw,economy_welfare_cos,economy_welfare_cos_en,economy_welfare_pct,economy_welfare_rel,economy_welfare_kw,foreign_policy_cos,foreign_policy_cos_en,foreign_policy_pct,foreign_policy_rel,foreign_policy_kw,democracy_institutions_cos,democracy_institutions_cos_en,democracy_institutions_pct,democracy_institutions_rel,democracy_institutions_kw,social_solidarity_cos,social_solidarity_cos_en,social_solidarity_pct,social_solidarity_rel,social_solidarity_kw,crisis_resilience_cos,crisis_resilience_cos_en,crisis_resilience_pct,crisis_resilience_rel,crisis_resilience_kw,future_reform_technology_cos,future_reform_technology_cos_en,future_reform_technology_pct,future_reform_technology_rel,future_reform_technology_kw,national_identity_nli,security_military_nli,economy_welfare_nli,foreign_policy_nli,democracy_institutions_nli,social_solidarity_nli,crisis_resilience_nli,future_reform_technology_nli,n_chunks
erdogan1,erdogan,tr,,symposium_speech,0.5215456381818182,0.49905696363636365,0.6534482736363636,0.02490761327272727,3.8650827363636364,0.4839939018181818,0.48287144363636364,0.5346394990909091,0.005455451299999999,0.3565062363636364,0.48612533272727276,0.4557901954545454,0.5684952872727272,0.014250855536363637,0.8142499818181819,0.5082364127272728,0.48463422090909086,0.6979623881818182,0.03334215279272727,0.1715265818181818,0.5422931090909091,0.5343085663636363,0.8634796181818182,0.082880323,5.194944436363636,0.4782369518181818,0.43065408818181816,0.397962374909091,-0.018297187509090908,1.0205187,0.5316831645454546,0.47800999272727274,0.5644200645454546,0.014552731185454547,0.41322313636363633,0.5276533363636363,0.49330914,0.4904388663636363,-0.002297460972727273,0.0,0.6511758220063636,0.2736332794272727,0.040034385592727276,0.7547271145454545,0.7086431446181819,0.6435374225454545,0.6229562612727273,0.06420991011545454,11
erdogan2022,erdogan,tr,2022-12-31,new_year_message,0.4835432788235294,0.44058379411764703,0.40557809529411765,-0.013094751294117649,2.3402272352941176,0.46009535999999995,0.45330279647058824,0.37961460376470585,-0.018443091629411764,0.8098580823529412,0.47981534647058827,0.4455408976470588,0.5347870164117647,0.007940870876470588,2.3934805588235295,0.4522824311764706,0.4297759511764706,0.3854969617058823,-0.02261182282235294,1.5902930529411765,0.4299838747058824,0.39942804294117645,0.3165314362058823,-0.02942891,0.6723612294117647,0.46270589411764707,0.40684442352941175,0.3236308324117647,-0.033828246464705884,0.11098778823529412,0.5360483329411765,0.48045783352941174,0.5794117655882353,0.01891789731764706,1.7928200411764705,0.5167599152941176,0.4647810094117647,0.43417850564705884,-0.013190879588235296,0.11764705882352941,0.8879558550588236,0.32734455021447056,0.40732283481235293,0.6793167090470588,0.2995485563611765,0.7500843025117647,0.6951255542941177,0.07513604089588236,17
erdogan2023,erdogan,tr,2023-12-31,new_year_message,0.5382108221052632,0.47808573368421053,0.6999092515789475,0.041572791923157895,2.2066785315789472,0.49849152578947364,0.4812466647368421,0.6111615281052631,0.019953075309473683,1.3194449368421053,0.46977926947368426,0.43786587473684213,0.49065335421052625,-0.0020952082421052637,1.2133642105263156,0.4969377763157895,0.472896957368421,0.60607985,0.022043521584210527,2.855930494736842,0.4680960889473684,0.42841984631578944,0.5572595294736843,0.008683302168421052,0.8410948684210526,0.511371492631579,0.45790781315789475,0.5882940063157894,0.014837351200000001,1.1438779315789473,0.5639390642105263,0.49207210894736847,0.7501814868421053,0.046808634280973684,1.195057094736842,0.5369846410526316,0.4737496905263157,0.5481851131578948,0.00703384402631579,0.4294828052631579,0.7826832462105263,0.5953003834542105,0.24719590498610527,0.8689093536842105,0.41461574160000003,0.9117912842105265,0.7424683873105263,0.05505166992710526,19
erdogan2024,erdogan,tr,2024-12-31,new_year_message,0.50485284,0.443124406875,0.53814655125,0.00821480520625,3.28552825625,0.457997814375,0.443139601875,0.3762931015625,-0.020540639554375,1.0563691312499999,0.46115207625,0.427696544375,0.418103454375,-0.010722400875,1.69247299375,0.454720356875,0.43886836125,0.347413788125,-0.020173896,0.930915825,0.441409231875,0.41046340375,0.3840517235625,-0.018003549475,1.1576128,0.48431272625,0.434332008125,0.449568969875,-0.01222141080625,1.0359032187500001,0.52549501375,0.464141930625,0.54784482625,0.0083645825775,0.95443945,0.531500315625,0.475802230625,0.5178879309375,0.0015495233812499994,0.183823525,0.74964217039375,0.146163918533125,0.25637634797875003,0.64691044,0.2807052470125,0.7208491201875,0.61629463650625,0.06948952246187501,16
erdogan2025,erdogan,tr,2025-12-31,new_year_message,0.4887033447058824,0.42834004588235297,0.44290060470588233,-0.007934684210000001,1.5573722588235295,0.4569321270588236,0.4401007017647059,0.3654158237647059,-0.021606322352941177,1.1747277352941177,0.43235338470588236,0.4000053747058823,0.3019269782352941,-0.03952109152352941,1.3589089705882353,0.4406803611764706,0.42261469588235295,0.28630831311764704,-0.034213893430588234,0.7204496235294118,0.4298826276470588,0.3956231358823529,0.332758620882353,-0.029530157135294114,0.7179602411764706,0.4869883947058823,0.43813553411764705,0.42565923,-0.009545741770588236,1.5751685294117646,0.5138608347058824,0.4563704282352941,0.4804259664705883,-0.0032696007576470594,1.3355380352941177,0.49763827058823523,0.4486954476470588,0.3439148042352941,-0.03231252635294118,0.30165913529411764,0.7732399032941176,0.29497849413235294,0.21169903873788234,0.6667637830411764,0.2889492598647059,0.7998589730000001,0.6083553235141176,0.03910206019,17
macron2022,macron,fr,2022-12-31,new_year_address,0.47041385088235294,0.47940164941176466,0.36186612840882354,-0.02622417831764706,1.213325986764706,0.4797401394117647,0.46588045911764703,0.4911764700294118,0.001201687679411765,0.22153092647058822,0.4981125652941176,0.45957084352941174,0.6462474623529412,0.026238090638235293,0.9513094900000001,0.4883100620588236,0.45962500470588236,0.5718052761764705,0.013415808324411764,0.9876398705882352,0.4669061405882353,0.4451513526470588,0.5353955404117647,0.007493358120588234,0.5426215705882353,0.5144384935294117,0.4574651111764706,0.5913793089411765,0.017904352511764705,0.40704358029411764,0.5517395261764706,0.4862335570588235,0.6903651123529412,0.03460909177352941,0.6142554802941177,0.5755149452941177,0.5108962111764705,0.7154158191176471,0.04556414822058824,0.4113750826470588,0.7671259886764706,0.28611889482364705,0.37145132212441173,0.5797736368061764,0.47210915844999995,0.9339543994117647,0.6423685514999999,0.26697410069588234,34
macron2023,macron,fr,2023-12-31,new_year_address,0.4690857245833333,0.4729849845833333,0.34971264212500003,-0.027552305258333337,1.3811506929166668,0.4735121075,0.4659927741666667,0.5028735601625,-0.005026344416666668,0.512809,0.48104372916666666,0.4378763033333333,0.5525862127916666,0.009169256633333333,0.6514067916666667,0.46735472375,0.4497063325,0.4681034509125,-0.007539530713333333,0.9298709720833332,0.4588236970833333,0.43499512375,0.5056034537458333,-0.000589084987666666,0.38608548333333337,0.49406501499999994,0.4303560791666667,0.49238505895833334,-0.002469123530000001,0.5505751387500001,0.5307829070833333,0.46623667291666665,0.5741379239583334,0.013652471433333334,0.15587400208333332,0.57221003875,0.51091634875,0.68836207375,0.04225923856666666,0.5627950958333333,0.7937075554166667,0.384618771175,0.25593809151833335,0.5956564896625,0.4654680300208333,0.8399262326666667,0.5750252510666667,0.20472045347766665,24
macron2024,macron,fr,2024-12-31,new_year_address,0.4711264568181818,0.47274902909090905,0.34514105895454544,-0.02551157503636364,1.4015411272727272,0.4607828431818182,0.4519606404545455,0.40015674461363643,-0.017755611518181818,0.8307603636363635,0.4806759886363636,0.4390316672727273,0.5294670860454546,0.008801514809090909,0.5442630136363636,0.4792465590909091,0.4567093954545454,0.527899685,0.004352305454545455,1.1285406727272727,0.46068284681818183,0.4401539018181818,0.5073667683636364,0.0012700636272727273,0.9059064363636363,0.5026199354545454,0.4464664368181818,0.5210031354545455,0.0060857968181818175,0.4905855136363636,0.5410424868181818,0.46946636954545456,0.6268025118181818,0.023912056445454546,0.5690543590909091,0.5592952940909091,0.48810380954545457,0.6222570531818182,0.029344496395454545,0.524253190909091,0.7375278833090909,0.2969714111631818,0.278086746175,0.6948073711204545,0.45691017677272733,0.8239361655454546,0.5584352105681818,0.17986758355204546,22
macron2025,macron,fr,2025-12-31,new_year_address,0.48167293,0.49095574375,0.423060352125,-0.014965098108125,1.15302396875,0.5069678493750001,0.49878336625,0.67737068625,0.0284293964625,0.6927248312500001,0.51483522875,0.472806251875,0.709267233125,0.04296074975,1.24147675,0.507116343125,0.484597226875,0.7109913812499999,0.03222208845625,1.7960912875,0.481524373125,0.458327581875,0.654956893125,0.0221115872875,0.62902666875,0.533604993125,0.48450855,0.687284488125,0.03707085499375,0.26267135625,0.564098511875,0.503361770625,0.75215517375,0.0469680764,0.5720628625,0.576772318125,0.506400763125,0.712931029375,0.0468215196,0.32434375,0.74714370229875,0.41598686614062497,0.241640234076875,0.57521535680625,0.546180483853125,0.79564573181875,0.6030799721875,0.122287806324375,16
merkel1,merkel,de,2016-12-31,new_year_address,0.5154622958333334,0.48082443999999996,0.6020114936666666,0.018824269466666668,1.2514472333333333,0.4856243241666667,0.4863215716666667,0.5287356304166667,0.007085872333333333,1.0209816916666667,0.48043316416666665,0.4450026833333333,0.5347701258333334,0.008558690649999999,0.887659525,0.48133031,0.4549672141666667,0.5436781614166667,0.006436052566666667,1.2182552583333333,0.4720709791666667,0.4615022,0.5701149533333333,0.012658198316666668,1.2150878583333333,0.5228716908333334,0.45879519583333334,0.6422413833333334,0.026337546908333332,0.787426425,0.4972148883333333,0.48210911250000005,0.39310345108333333,-0.019915543858333332,0.3079536916666667,0.5259985683333334,0.47481375,0.4827586208333334,-0.003952224483333332,0.4770114916666666,0.7422174953333333,0.42615973090250003,0.2448149122725,0.7356029206666667,0.5407793253416667,0.8463811483333333,0.7868840924166666,0.06541000458383332,12
