,erdogan,macron,merkel,putin,trump
erdogan,0.0,1.5384823482416667,1.8662660582321422,4.102785269041087,4.565566851369808
macron,1.5384823482416667,0.0,2.059380409062164,3.34763125879569,4.058117603334018
merkel,1.8662660582321422,2.059380409062164,0.0,4.223117451991202,4.454992268445479
putin,4.102785269041087,3.34763125879569,4.223117451991202,0.0,3.8666489816753673
trump,4.565566851369808,4.058117603334018,4.454992268445479,3.8666489816753673,0.0
