leader,theme,metric,point,ci_low,ci_high,boot_sd,n_speeches,n_distinct_resamples
putin,crisis_resilience,pct,0.3276410680265151,0.245258629322052,0.40959247946739197,0.04300162196159363,4,35
putin,future_reform_technology,pct,0.3246747663693182,0.26857367157936096,0.3807758688926697,0.030009673908352852,4,35
trump,national_identity,pct,0.4263546819761905,0.062068965286016464,0.7413793206214905,0.16133177280426025,3,10
trump,security_military,pct,0.4530685587797619,0.33965519070625305,0.5993534326553345,0.06230546906590462,3,10
trump,economy_welfare,pct,0.3879105047440476,0.3038177192211151,0.4495689570903778,0.035720765590667725,3,10
trump,foreign_policy,pct,0.2796900656309524,0.02068965509533882,0.5092672109603882,0.11570538580417633,3,10
trump,democracy_institutions,pct,0.3959051711845238,0.25172415375709534,0.545474112033844,0.06905250996351242,3,10
trump,social_solidarity,pct,0.22684728973095233,0.10517241060733795,0.3448275923728943,0.05638595297932625,3,10
trump,crisis_resilience,pct,0.1850164184229167,0.056896548718214035,0.30603447556495667,0.058692190796136856,3,10
trump,future_reform_technology,pct,0.20469006776964283,0.15000000596046448,0.2954741418361664,0.037057120352983475,3,10
erdogan,national_identity,cos,0.5073711847632986,0.48986920714378357,0.5248731374740601,0.009008417837321758,5,126
erdogan,security_military,cos,0.47150214580829575,0.4579910337924957,0.4868934154510498,0.007364838384091854,5,126
erdogan,economy_welfare,cos,0.46584508192548546,0.4488674998283386,0.4803321361541748,0.008329374715685844,5,126
erdogan,foreign_policy,cos,0.47057146765420066,0.44812917709350586,0.494785875082016,0.011832334101200104,5,126
erdogan,democracy_institutions,cos,0.4623329864532438,0.4322284460067749,0.5049716234207153,0.019000612199306488,5,126
erdogan,social_solidarity,cos,0.484723091904658,0.4713486135005951,0.4998679757118225,0.007036544382572174,5,126
erdogan,crisis_resilience,cos,0.534205282030608,0.5218409895896912,0.5497990846633911,0.007351003587245941,5,126
erdogan,future_reform_technology,cos,0.5221072957847241,0.5093263387680054,0.5329246520996094,0.006254868116229773,5,126
macron,national_identity,cos,0.473074740570967,0.46959590911865234,0.47885817289352417,0.002483151853084564,4,35
macron,security_military,cos,0.48025073486714576,0.4655221700668335,0.4986039102077484,0.008422560058534145,4,35
macron,economy_welfare,cos,0.493666877961787,0.4808598458766937,0.5064738988876343,0.0070400545373559,4,35
macron,foreign_policy,cos,0.4855069220061832,0.4725935459136963,0.5001488924026489,0.0072183613665401936,4,35
macron,democracy_institutions,cos,0.4669842644036876,0.45975327491760254,0.476313978433609,0.00442941440269351,4,35
macron,social_solidarity,cos,0.5111821092772393,0.49834248423576355,0.5258587002754211,0.007379280403256416,4,35
macron,crisis_resilience,cos,0.5469158579882465,0.5359126925468445,0.5583345293998718,0.006173817440867424,4,35
macron,future_reform_technology,cos,0.5709481490650067,0.5633502006530762,0.5761436223983765,0.003467559115961194,4,35
merkel,national_identity,cos,0.520222364395202,0.502507209777832,0.5410143136978149,0.009315417148172855,4,35
merkel,security_military,cos,0.4826973602083333,0.4662230610847473,0.49789607524871826,0.007745332550257444,4,35
merkel,economy_welfare,cos,0.5029728293472222,0.48429515957832336,0.5289552211761475,0.010889653116464615,4,35
merkel,foreign_policy,cos,0.5000073713863636,0.48648518323898315,0.5165181159973145,0.007860133424401283,4,35
merkel,democracy_institutions,cos,0.47871650210479794,0.4707145094871521,0.4917793869972229,0.005610467400401831,4,35
merkel,social_solidarity,cos,0.5435337674229799,0.517626166343689,0.5694413185119629,0.013239574618637562,4,35
merkel,crisis_resilience,cos,0.49408031994696966,0.4889855980873108,0.4970196783542633,0.0023096129298210144,4,35
merkel,future_reform_technology,cos,0.5490718046641415,0.5339988470077515,0.563148558139801,0.0077478582970798016,4,35
putin,national_identity,cos,0.5140069725303029,0.4925903081893921,0.5354236364364624,0.011497793719172478,4,35
putin,security_military,cos,0.4999981674621212,0.4894922077655792,0.5125388503074646,0.00604348536580801,4,35
putin,economy_welfare,cos,0.4223680502234849,0.4078056216239929,0.43693047761917114,0.007544141728430986,4,35
putin,foreign_policy,cos,0.4623082353939394,0.45070579648017883,0.4744746685028076,0.005588319152593613,4,35
putin,democracy_institutions,cos,0.44178441793181816,0.43053093552589417,0.45325520634651184,0.006105415523052216,4,35
putin,social_solidarity,cos,0.493358297405303,0.4734750986099243,0.5132414698600769,0.010771065950393677,4,35
putin,crisis_resilience,cos,0.4852593681098485,0.470127135515213,0.5003916025161743,0.008032770827412605,4,35
putin,future_reform_technology,cos,0.49290883474242425,0.47867196798324585,0.5052506923675537,0.006972396280616522,4,35
trump,national_identity,cos,0.4755386991964286,0.40019968152046204,0.5384070873260498,0.03298300504684448,3,10
trump,security_military,cos,0.47196408523809524,0.45549124479293823,0.4969232678413391,0.010291721671819687,3,10
trump,economy_welfare,cos,0.4493323485714285,0.43038660287857056,0.46411314606666565,0.008158699609339237,3,10
trump,foreign_policy,cos,0.43092520988095234,0.3735964894294739,0.4760739803314209,0.024694181978702545,3,10
trump,democracy_institutions,cos,0.4406420605059524,0.4214709401130676,0.4655495584011078,0.010588286444544792,3,10
trump,social_solidarity,cos,0.4369183983928571,0.40622422099113464,0.4675874710083008,0.014425626955926418,3,10
trump,crisis_resilience,cos,0.45572941297619046,0.43183669447898865,0.4810692369937897,0.01157868281006813,3,10
trump,future_reform_technology,cos,0.4672112730654761,0.45308175683021545,0.48677462339401245,0.008202113211154938,3,10
