,erdogan,macron,merkel,putin,trump
erdogan,0.0,0.42022502,0.3852272,0.39977145,0.38998294
macron,0.42022502,0.0,0.30408067,0.35337144,0.35628015
merkel,0.3852272,0.30408067,0.0,0.32583302,0.3318653
putin,0.39977145,0.35337144,0.32583302,0.0,0.24776208
trump,0.38998294,0.35628015,0.3318653,0.24776208,0.0
