,erdogan,macron,merkel,putin,trump
erdogan,0.0,0.19437051,0.21552712,0.24521226,0.26546746
macron,0.19437051,0.0,0.15041113,0.24657613,0.2641459
merkel,0.21552712,0.15041113,0.0,0.26423317,0.271187
putin,0.24521226,0.24657613,0.26423317,0.0,0.29868042
trump,0.26546746,0.2641459,0.271187,0.29868042,1.7881393e-07
