speech_id,leader,language,speech_date,speech_type,conflict_threat_framing_cos,conflict_threat_framing_cos_en,conflict_threat_framing_pct,conflict_threat_framing_rel,cooperation_solidarity_framing_cos,cooperation_solidarity_framing_cos_en,cooperation_solidarity_framing_pct,cooperation_solidarity_framing_rel,past_orientation_cos,past_orientation_cos_en,past_orientation_pct,past_orientation_rel,future_orientation_cos,future_orientation_cos_en,future_orientation_pct,future_orientation_rel,us_vs_them_cos,us_vs_them_cos_en,us_vs_them_pct,us_vs_them_rel,gratitude_recognition_cos,gratitude_recognition_cos_en,gratitude_recognition_pct,gratitude_recognition_rel,promises_commitments_cos,promises_commitments_cos_en,promises_commitments_pct,promises_commitments_rel,conflict_threat_framing_nli,cooperation_solidarity_framing_nli,past_orientation_nli,future_orientation_nli,us_vs_them_nli,gratitude_recognition_nli,promises_commitments_nli,n_chunks,conflict_threat_framing_rate,cooperation_solidarity_framing_rate,past_orientation_rate,future_orientation_rate,us_vs_them_rate,gratitude_recognition_rate,promises_commitments_rate
erdogan1,erdogan,en,,symposium_speech,0.24714291444444447,0.24714291444444447,0.43227730922222224,-0.017637814277777778,0.25843478,0.25843478,0.18572084277777778,-0.07561915244444445,0.27705485888888887,0.27705485888888887,0.40335170444444446,-0.021737174333333335,0.28767013333333336,0.28767013333333336,0.33356289666666666,-0.04581472558888889,0.26188811444444443,0.26188811444444443,0.4758953188888889,-0.0097638964,0.24439015222222224,0.24439015222222224,0.2587236,-0.07562244588888889,0.32823103,0.32823103,0.5185950488888889,0.0007364389444444452,0.10000937788888889,0.2125857741088889,0.6697795085555556,0.42771604777666666,0.6835541488888889,0.33216857777,0.6790345115555555,9,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222
erdogan2022,erdogan,en,2022-12-31,new_year_message,0.2382131146153846,0.2382131146153846,0.37110616823076925,-0.026567614615384615,0.2629792976923077,0.2629792976923077,0.2185314646153846,-0.071074633,0.31864808461538463,0.31864808461538463,0.5707247353846154,0.019856048461538465,0.31418469923076925,0.31418469923076925,0.4302288630769231,-0.019300158576923073,0.21798637153846154,0.21798637153846154,0.28432930615384616,-0.05366564284615384,0.25358799307692304,0.25358799307692304,0.30721550684615384,-0.06642460612307692,0.2757358923076923,0.2757358923076923,0.3485378302,-0.05175870023076923,0.08950597052153847,0.29276322977846153,0.7888381461538463,0.752136092076923,0.5832871813076923,0.7233514353846153,0.9794872738461537,13,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.0,0.15384615384615385
erdogan2023,erdogan,en,2023-12-31,new_year_message,0.3205158607692308,0.3205158607692308,0.7376033023076923,0.05573513042307692,0.3828602461538461,0.3828602461538461,0.6746662461538461,0.048806312076923083,0.30898053615384613,0.30898053615384613,0.5446598884615385,0.010188504,0.3564985646153846,0.3564985646153846,0.58661792,0.023013706130769234,0.29935894307692307,0.29935894307692307,0.6352511107692307,0.02770693246153846,0.27802251461538463,0.27802251461538463,0.37746344515384617,-0.041990085192538454,0.2900674753846154,0.2900674753846154,0.3517164671538462,-0.03742711674615385,0.09254335687923078,0.2549203308307692,0.515675748923077,0.4266212562461539,0.6571930065230769,0.6053461422769231,0.976163466923077,13,0.46153846153846156,0.46153846153846156,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.07692307692307693
erdogan2024,erdogan,en,2024-12-31,new_year_message,0.25379451999999997,0.25379451999999997,0.46556474083333327,-0.010986211291666667,0.33532707083333335,0.33532707083333335,0.5210055098333334,0.0012731365000000008,0.3173914941666667,0.3173914941666667,0.5406336066666667,0.018599456525,0.359922525,0.359922525,0.5843663908333333,0.026437663033333333,0.241218645,0.241218645,0.3994490333333333,-0.030433370175000002,0.3129098866666667,0.3129098866666667,0.4655647475,-0.007102713500000001,0.3301030558333333,0.3301030558333333,0.5017217591666666,0.0026084627500000007,0.08242489874916666,0.46658239186666667,0.430222736775,0.7514717529166667,0.2668729407666667,0.8853609225,0.9464876308333333,12,0.25,0.25,0.16666666666666666,0.4166666666666667,0.0,0.25,0.08333333333333333
erdogan2025,erdogan,en,2025-12-31,new_year_message,0.2386588957142857,0.2386588957142857,0.40112161111428574,-0.02612183507142857,0.31069339357142856,0.31069339357142856,0.40968122949999997,-0.023360541085714285,0.2938631757142857,0.2938631757142857,0.4967532437857143,-0.004928858499999998,0.32335382285714287,0.32335382285714287,0.4436245562142857,-0.010131034592857144,0.21159418814285713,0.21159418814285713,0.2721369493285714,-0.0600578267,0.307498105,0.307498105,0.4507083818285715,-0.012514495499999997,0.3194403535714286,0.3194403535714286,0.4560212561428572,-0.008054237035714285,0.1796283369314286,0.526801147,0.8347078919285715,0.6405691301971429,0.35949295379714286,0.9887297857142857,0.9020982722857143,14,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
macron2022,macron,en,2022-12-31,new_year_address,0.25416437555555554,0.25416437555555554,0.4556932945555556,-0.010616353535111112,0.3401725103703704,0.3401725103703704,0.516605451037037,0.0061185768518518535,0.2843621651851852,0.2843621651851852,0.44543923703703703,-0.01442986972851852,0.3587421403703704,0.3587421403703704,0.5844046552962963,0.025257280703703703,0.24510161703703706,0.24510161703703706,0.4061065175185185,-0.026550396185185184,0.31565652962962965,0.31565652962962965,0.4960973325925926,-0.0043560708703703705,0.34279922925925926,0.34279922925925926,0.551346797037037,0.01530463687037037,0.07853052279888889,0.3533663913703704,0.46905002074185187,0.7663526811925926,0.4887107080074074,0.7663501429629629,0.994385394074074,27,0.25925925925925924,0.25925925925925924,0.14814814814814814,0.3333333333333333,0.14814814814814814,0.2222222222222222,0.2222222222222222
macron2023,macron,en,2023-12-31,new_year_address,0.24621129263157895,0.24621129263157895,0.41724663157894737,-0.018569435802105263,0.3075041610526316,0.3075041610526316,0.38788603736842103,-0.02654977236842105,0.3135659131578947,0.3135659131578947,0.5657894682631579,0.014773876426315792,0.3596778394736842,0.3596778394736842,0.6049369385789474,0.02619298006842105,0.24067458894736843,0.24067458894736843,0.3759243147368421,-0.030977424421052634,0.31138127578947367,0.31138127578947367,0.4594388866842105,-0.00863132288421053,0.34656557263157894,0.34656557263157894,0.5873205724736842,0.019070980631578947,0.10859452263184212,0.2308255530236842,0.6423084297368421,0.7337965312736842,0.5037284255036841,0.8296988731210526,0.8408711423052632,19,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.3684210526315789,0.10526315789473684,0.10526315789473684,0.3157894736842105
macron2024,macron,en,2024-12-31,new_year_address,0.249316275625,0.249316275625,0.4284607446875,-0.015464454875000002,0.32737189,0.32737189,0.47210744125000004,-0.006682042125,0.296739386875,0.296739386875,0.4912190089375,-0.0020526466874999996,0.34343168,0.34343168,0.480371899375,0.0099468239625,0.23353026437500002,0.23353026437500002,0.3460743758125,-0.0381217476,0.2717399325,0.2717399325,0.3646694219375,-0.04827266718125,0.317680775,0.317680775,0.43956612125,-0.009813815499999996,0.0491878353075,0.4100463312875,0.562170291031875,0.67210342573375,0.57824204425,0.870197590625,0.9382606765,16,0.1875,0.125,0.3125,0.25,0.0,0.1875,0.25
macron2025,macron,en,2025-12-31,new_year_address,0.28349715999999997,0.28349715999999997,0.5799427823076923,0.018716427384615382,0.34235210538461536,0.34235210538461536,0.52145582,0.008298172307692309,0.28143488692307694,0.28143488692307694,0.42291798923076923,-0.01735714666153846,0.3554248930769231,0.3554248930769231,0.599332491,0.021940034538461536,0.26350292000000003,0.26350292000000003,0.48553719153846153,-0.008149095621538462,0.33720477,0.33720477,0.5227272755384615,0.01719216676923077,0.35229610615384616,0.35229610615384616,0.6196757883076922,0.024801514061538462,0.08954449619384615,0.43895554516153845,0.4280630797461538,0.68475769594,0.3955580507153846,0.8177161684846154,0.9191084340738461,13,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.46153846153846156
merkel1,merkel,en,2016-12-31,new_year_address,0.27933454888888887,0.27933454888888887,0.5640495888888889,0.014553816888888892,0.29845785888888887,0.29845785888888887,0.35789714855555554,-0.035596076444444444,0.22779794444444443,0.22779794444444443,0.2054637265111111,-0.07099408648888889,0.23849909777777778,0.23849909777777778,0.21510559806666665,-0.09498575988888888,0.2737510588888889,0.2737510588888889,0.5282369144444444,0.002099046444444445,0.25504291,0.25504291,0.32162534744444443,-0.06496969011111112,0.24791259666666665,0.24791259666666665,0.23255279633333334,-0.079581995,0.1266965479088889,0.32870673440000003,0.6468524021111111,0.2514374394222222,0.7801975255555555,0.4560946271111111,0.9890907133333333,9,0.4444444444444444,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111
