leader,n_speeches,n_chunks,mean_dist_speech_to_leader,sd_dist_speech_to_leader,mean_dist_chunk_to_speech,mean_dist_chunk_to_leader
erdogan,5,61,0.06730131804943085,0.04978830739855766,0.19575363993644715,0.24970699548721315
macron,4,75,0.01922948658466339,0.003991143312305212,0.21691100299358368,0.2319982908666134
merkel,4,34,0.03421974182128906,0.006015497259795666,0.20076752081513405,0.22815318778157234
putin,4,26,0.02910567820072174,0.0015529007650911808,0.14595258608460426,0.17079894617199898
trump,3,46,0.04826992750167847,0.0143543416634202,0.1559246132771174,0.19720005989074707
