leader,framing,metric,point,ci_low,ci_high,boot_sd,n_speeches
merkel,conflict_threat_framing,cos,0.2561623258888889,0.24616073071956635,0.2679804861545563,0.0055367364548146725,4
merkel,cooperation_solidarity_framing,cos,0.34233101299999996,0.31972643733024597,0.3544425368309021,0.00971849262714386,4
merkel,past_orientation,cos,0.26371483772222226,0.24371661245822906,0.28371307253837585,0.011065049096941948,4
merkel,future_orientation,cos,0.31790249016666666,0.2774011194705963,0.34656378626823425,0.017461242154240608,4
merkel,us_vs_them,cos,0.25556810094444443,0.24431335926055908,0.26682284474372864,0.00575754651799798,4
merkel,gratitude_recognition,cos,0.2941345284722222,0.27571141719818115,0.3094359338283539,0.008692387491464615,4
merkel,promises_commitments,cos,0.31253791538888887,0.2791900634765625,0.33329710364341736,0.014904079958796501,4
putin,conflict_threat_framing,cos,0.2699580384242424,0.254612535238266,0.2837776839733124,0.007495623081922531,4
putin,cooperation_solidarity_framing,cos,0.3692710386401515,0.34660616517066956,0.39197954535484314,0.011576675809919834,4
putin,past_orientation,cos,0.3549788383636363,0.32600921392440796,0.3925735056400299,0.01712515577673912,4
putin,future_orientation,cos,0.35019764407575754,0.3054966330528259,0.3914923667907715,0.021952442824840546,4
putin,us_vs_them,cos,0.28237932104924246,0.2686002552509308,0.2980816662311554,0.008215103298425674,4
putin,gratitude_recognition,cos,0.40089350928409084,0.39415544271469116,0.4073353111743927,0.003680081572383642,4
putin,promises_commitments,cos,0.31692702395833333,0.29341909289360046,0.33338478207588196,0.010418729856610298,4
trump,conflict_threat_framing,cos,0.2863255377474323,0.26492172479629517,0.3070007562637329,0.009920689277350903,3
trump,cooperation_solidarity_framing,cos,0.3404547877941176,0.30670249462127686,0.38519832491874695,0.018924346193671227,3
trump,past_orientation,cos,0.29566387990662935,0.27445024251937866,0.312159925699234,0.00910886563360691,3
trump,future_orientation,cos,0.3335681910014005,0.2993370592594147,0.3702895939350128,0.016721850261092186,3
trump,us_vs_them,cos,0.34282989545751635,0.30590835213661194,0.39344993233680725,0.021245181560516357,3
trump,gratitude_recognition,cos,0.3716386660060691,0.3617241382598877,0.3891602158546448,0.007124814670532942,3
trump,promises_commitments,cos,0.3757634167040149,0.3316807448863983,0.3987914025783539,0.01817309483885765,3
erdogan,conflict_threat_framing,nli,0.09986797382617395,0.07350210100412369,0.14158403873443604,0.018155641853809357,5
erdogan,cooperation_solidarity_framing,nli,0.3406320536677245,0.23739846050739288,0.44391030073165894,0.0539717972278595,5
erdogan,past_orientation,nli,0.6280440854291576,0.48168113827705383,0.7743332982063293,0.07655705511569977,5
erdogan,future_orientation,nli,0.6316105936610182,0.5407331585884094,0.7224880456924438,0.04706121236085892,5
erdogan,us_vs_them,nli,0.5001078147474047,0.3524205982685089,0.629077672958374,0.07073147594928741,5
erdogan,gratitude_recognition,nli,0.7197121248393773,0.5173035264015198,0.8994426727294922,0.09713039547204971,5
erdogan,promises_commitments,nli,0.9075193434891575,0.8169790506362915,0.9711647033691406,0.04119158163666725,5
macron,conflict_threat_framing,nli,0.08135629263064798,0.058925773948431015,0.10117720067501068,0.010862734168767929,4
macron,cooperation_solidarity_framing,nli,0.3488945963913389,0.2710062563419342,0.40902212262153625,0.036492832005023956,4
macron,past_orientation,nli,0.5275949582532892,0.45782002806663513,0.6000266671180725,0.038885701447725296,4
macron,future_orientation,nli,0.7156619635195068,0.6857039928436279,0.7456199526786804,0.016065264120697975,4
macron,us_vs_them,nli,0.484800219914454,0.3972817063331604,0.5700548887252808,0.04111161082983017,4
macron,gratitude_recognition,nli,0.8275871781328892,0.7850963473320007,0.8605828881263733,0.018731852993369102,4
macron,promises_commitments,nli,0.9182644351842096,0.8514564037322998,0.9746356010437012,0.031328801065683365,4
merkel,conflict_threat_framing,nli,0.03643269319974997,0.0027851376216858625,0.08573075383901596,0.022645922377705574,4
merkel,cooperation_solidarity_framing,nli,0.44151007910624995,0.3515242338180542,0.5314959287643433,0.0481252521276474,4
merkel,past_orientation,nli,0.4695173248251111,0.3528560400009155,0.5582883954048157,0.05352681130170822,4
merkel,future_orientation,nli,0.3744825134083333,0.2493152618408203,0.4996497631072998,0.06612605601549149,4
merkel,us_vs_them,nli,0.4836830964073888,0.3013339638710022,0.666429340839386,0.09583164006471634,4
merkel,gratitude_recognition,nli,0.6914882614055556,0.5767019391059875,0.7642678022384644,0.049071308225393295,4
merkel,promises_commitments,nli,0.9212218726916667,0.8551698923110962,0.9872738718986511,0.03517463803291321,4
putin,conflict_threat_framing,nli,0.0375898092437386,0.004740060307085514,0.0722050592303276,0.017990659922361374,4
putin,cooperation_solidarity_framing,nli,0.39494029083825755,0.3011704981327057,0.5321020483970642,0.06513040512800217,4
