,erdogan,macron,merkel,putin,trump
erdogan,0.99125,0.0,0.0,0.005,0.0037500000000000007
macron,0.004166666666666667,0.9489583333333332,0.021874999999999995,0.020833333333333332,0.004166666666666667
merkel,0.047619047619047616,0.17142857142857143,0.6595238095238096,0.07380952380952381,0.047619047619047616
putin,0.038461538461538464,0.03461538461538462,0.007692307692307693,0.8730769230769231,0.04615384615384616
trump,0.02608695652173913,0.01956521739130435,0.004347826086956522,0.13043478260869568,0.8195652173913043
