leader,n_speeches,conflict_threat_framing_pct,z_conflict_threat_framing_pct,cooperation_solidarity_framing_pct,z_cooperation_solidarity_framing_pct,past_orientation_pct,z_past_orientation_pct,future_orientation_pct,z_future_orientation_pct,us_vs_them_pct,z_us_vs_them_pct,gratitude_recognition_pct,z_gratitude_recognition_pct,promises_commitments_pct,z_promises_commitments_pct,fam_affiliative_positive,z_fam_affiliative_positive,fam_threat_negative,z_fam_threat_negative,fam_hostility,z_fam_hostility,valence,z_valence
erdogan,5,0.48994695970695973,-0.005089614791933222,0.43450388278388274,-0.39444986257825815,0.5280776556776556,0.2545960103770069,0.5150134798534798,0.11772014496951937,0.46184630036630037,-0.22153930042484174,0.41103838827838823,-0.5782016456137633,0.4576033699633699,-0.05632386387137047,0.3867793085472487,-0.7247596696159648,0.03521940270178236,0.16819782908597775,0.013826979686456558,-0.22335776910145447,0.41806310169096017,-0.6105252175989785
macron,4,0.43782024104063577,-0.39970214575233387,0.4728090324636377,-0.1634542684395732,0.48538001387014545,-0.07267293597516224,0.5711374550157444,0.4979551573618749,0.3870402234218024,-0.7483786279428698,0.44332577972709547,-0.3592846126169454,0.5722216692907482,0.7446429264824888,0.45540477725008827,0.011245947288539303,0.02743814306354745,-0.10550019682143226,0.01132627766227395,-0.39527633536305373,0.46117245316966576,-0.41366991852607227
merkel,4,0.4852444444444445,-0.040688852516825774,0.6123555555555555,0.6780678840934042,0.38282222222222223,-0.8587580449405342,0.4483111111111111,-0.33418255671948605,0.5109111111111111,0.12401112747387258,0.44445555555555555,-0.3516244344105109,0.43224444444444443,-0.23353515821889176,0.460320032444886,0.06396187768976236,0.031076208681527773,0.02246512294120534,0.019840939454216874,0.1900906669097262,0.5185116959011389,-0.15183499433117337
putin,4,0.5090272727272727,0.13935321232441622,0.5643969696969697,0.3888581531023192,0.6178424242424243,0.9426251376102316,0.5464515151515151,0.33071007853318857,0.5027348484848485,0.06642788183960446,0.6962106060606061,1.3553412331654746,0.30879090909090906,-1.096243665937418,0.5113511694087224,0.6112689366046477,0.008586279373125574,-0.7685956487956409,0.010787475511262325,-0.43231797103368563,0.7661158976105402,0.9788291772996442
trump,3,0.5447609710550886,0.4098664059128841,0.409171802054155,-0.5472125873777721,0.43755368814192347,-0.43925222622106364,0.37136134453781516,-0.8555104805166324,0.651359477124183,1.1131516588805923,0.5117170868347339,0.10442649450558002,0.5907404295051354,0.8740543033507141,0.4816411833820584,0.2926304339160068,0.05475030869856843,0.8551779150911946,0.03485483530643377,1.2222678011517762,0.6539084260324999,0.46644301007509864
