,erdogan,macron,merkel,putin,trump
erdogan,0.0,1.45351871859381,1.9550286779549353,3.359820909176611,3.081206088161209
macron,1.45351871859381,0.0,2.072620111837064,3.3745065788978708,3.29531774870565
merkel,1.9550286779549353,2.072620111837064,0.0,3.171048838013721,2.599725619513689
putin,3.359820909176611,3.3745065788978708,3.171048838013721,0.0,4.0677963645106
trump,3.081206088161209,3.29531774870565,2.599725619513689,4.0677963645106,0.0
