leader,conflict_threat_framing_cos,conflict_threat_framing_cos_en,conflict_threat_framing_pct,conflict_threat_framing_rel,cooperation_solidarity_framing_cos,cooperation_solidarity_framing_cos_en,cooperation_solidarity_framing_pct,cooperation_solidarity_framing_rel,conflict_threat_framing_nli,cooperation_solidarity_framing_nli,conflict_threat_framing_rate,cooperation_solidarity_framing_rate,n_speeches,n_chunks
erdogan,0.4379504941304531,0.42404107055600904,0.4814981629393154,-0.0015299885639379403,0.4618973127567901,0.4358323001268998,0.4109351512274557,-0.014717371128230013,0.1382432199636287,0.27622643453832585,0.22347663945961158,0.09918730650154799,5,80
macron,0.448166757975156,0.42576450184937614,0.5590911025152239,0.008686273231576426,0.5088707035062945,0.45208554820604946,0.6676872031032755,0.03225602112436497,0.12102263462289925,0.31908467216575315,0.3273172905525847,0.450924688057041,4,96
merkel,0.46133589918181817,0.43671808371843435,0.6321691032512626,0.021855414933093436,0.5115717267512626,0.4686032080631313,0.6910671361174242,0.03495704295069445,0.029197692870071717,0.48825811928808077,0.3787878787878788,0.46224747474747474,4,42
putin,0.44424768158333333,0.44424768158333333,0.5262878837613636,0.00476719750205303,0.4694709274356061,0.4694709274356061,0.4584064784147727,-0.0071437565708712125,0.03801705122886364,0.40622822271060605,0.24962121212121213,0.18712121212121213,4,26
trump,0.40558231041666665,0.40558231166666664,0.27795566386904763,-0.03389817239345238,0.40953286330357147,0.4095328614285714,0.16156609337083333,-0.06708182140592263,0.06762331438955357,0.4500359200875,0.05357142857142857,0.0,3,46
