leader,n_speeches,n_chunks,mean_dist_speech_to_leader,sd_dist_speech_to_leader,mean_dist_chunk_to_speech,mean_dist_chunk_to_leader
erdogan,5,61,0.08372817188501358,0.0483689121901989,0.27033344507217405,0.3321443200111389
macron,4,75,0.026694267988204956,0.004614678211510181,0.2911383658647537,0.31008804589509964
merkel,4,34,0.05410343408584595,0.012002658098936081,0.28982702642679214,0.32818109542131424
putin,4,26,0.038186296820640564,0.005350352730602026,0.19015837460756302,0.22096524015069008
trump,3,46,0.06428167968988419,0.026510795578360558,0.2164494494597117,0.26863540212313336
