,erdogan,macron,merkel,putin,trump
erdogan,0.0,0.058398545,0.07764101,0.13610631,0.122288585
macron,0.058398545,5.9604645e-08,0.060491443,0.12516022,0.1206004
merkel,0.07764101,0.060491443,0.0,0.1533612,0.13733673
putin,0.13610631,0.12516022,0.1533612,0.0,0.15584648
trump,0.122288585,0.1206004,0.13733673,0.15584648,5.9604645e-08
