top_pair,other_pair,observed_difference,ci_low,ci_high,share_top_greater
macron–merkel,erdogan–macron,0.0006652474403381348,-0.015048535540699959,0.03068644553422928,0.615
macron–merkel,erdogan–merkel,0.01792663335800171,0.0021512433886528015,0.043067168444395065,0.9835
macron–merkel,erdogan–putin,0.0909070372581482,0.06352555006742477,0.13896384835243225,1.0
macron–merkel,erdogan–trump,0.06745177507400513,0.04250037297606468,0.1584131270647049,1.0
macron–merkel,macron–putin,0.08173185586929321,0.0595964714884758,0.10860109329223633,1.0
macron–merkel,macron–trump,0.06248241662979126,0.04064638540148735,0.15065735578536987,1.0
macron–merkel,merkel–putin,0.10431563854217529,0.0815107673406601,0.13620944321155548,1.0
macron–merkel,merkel–trump,0.07809591293334961,0.053082115948200226,0.17177949845790863,1.0
macron–merkel,putin–trump,0.11851507425308228,0.08440348505973816,0.21247757971286774,1.0
