dimension,dimension_label,kind,leader,leader_name,rank,value,z_value,ci_low,ci_high,share_rank1,n_speeches,corpus_mean,corpus_sd
hostility,Hostility & disapproval,emotion,trump,Trump,1,0.03292451043463577,1.098460108934062,0.010071794502437115,0.050652876496315,0.7735,3,0.017329415327584516,0.014197233909736262
hostility,Hostility & disapproval,emotion,merkel,Merkel,2,0.021457181281423075,0.290744378805212,0.008664202876389027,0.04312095046043396,0.2095,4,0.017329415327584516,0.014197233909736262
hostility,Hostility & disapproval,emotion,erdogan,Erdoğan,3,0.014344808692865899,-0.21022451652866084,0.00853983499109745,0.021496064960956573,0.0135,5,0.017329415327584516,0.014197233909736262
hostility,Hostility & disapproval,emotion,macron,Macron,4,0.011446729195060524,-0.41435438550390635,0.0095189418643713,0.014430273324251175,0.001,4,0.017329415327584516,0.014197233909736262
hostility,Hostility & disapproval,emotion,putin,Putin,5,0.011118772469379775,-0.43745442934102613,0.005192535929381847,0.02056621015071869,0.0025,4,0.017329415327584516,0.014197233909736262
valence,Sentiment valence (positive − negative),emotion,putin,Putin,1,0.7703869141972091,1.0158045287023056,0.5733092427253723,0.9126817584037781,0.894,4,0.5345792395569221,0.23213882984114295
valence,Sentiment valence (positive − negative),emotion,trump,Trump,2,0.6194978340395859,0.36580952243437787,0.43016940355300903,0.7801397442817688,0.102,3,0.5345792395569221,0.23213882984114295
valence,Sentiment valence (positive − negative),emotion,merkel,Merkel,3,0.48647796105958857,-0.20720910211467072,0.3609641492366791,0.6119917631149292,0.001,4,0.5345792395569221,0.23213882984114295
valence,Sentiment valence (positive − negative),emotion,macron,Macron,4,0.4650429719863223,-0.29954604155704967,0.4011927545070648,0.5610853433609009,0.0,4,0.5345792395569221,0.23213882984114295
valence,Sentiment valence (positive − negative),emotion,erdogan,Erdoğan,5,0.38909198000944095,-0.6267252214850954,0.13582874834537506,0.6302226185798645,0.003,5,0.5345792395569221,0.23213882984114295
