,erdogan,macron,merkel,putin,trump
erdogan,1.7881393e-07,0.14302146,0.17243648,0.22569054,0.20448816
macron,0.14302146,0.0,0.12894791,0.22182828,0.19390416
merkel,0.17243648,0.12894791,0.0,0.23855406,0.22587979
putin,0.22569054,0.22182828,0.23855406,0.0,0.25653356
trump,0.20448816,0.19390416,0.22587979,0.25653356,0.0
