top_pair,other_pair,observed_difference,ci_low,ci_high,share_top_greater
putin–trump,erdogan–macron,0.172463059425354,0.033803410828113556,0.22059381008148193,0.999
putin–trump,erdogan–merkel,0.13746517896652222,0.002618972910568118,0.1942911148071289,0.9775
putin–trump,erdogan–putin,0.1520094871520996,0.01560763269662857,0.21388989686965942,0.9835
putin–trump,erdogan–trump,0.14222091436386108,0.06594918668270111,0.19388297200202942,1.0
putin–trump,macron–merkel,0.05631875991821289,-0.08124304562807083,0.10927917063236237,0.8675
putin–trump,macron–putin,0.10560935735702515,-0.0340845100581646,0.1340823769569397,0.9575
putin–trump,macron–trump,0.10851812362670898,0.04884739965200424,0.13837049901485443,1.0
putin–trump,merkel–putin,0.07807093858718872,-0.054831843823194504,0.12058833986520767,0.955
putin–trump,merkel–trump,0.08410322666168213,0.03601944074034691,0.12125740200281143,1.0
