chunk_id,speech_id,leader,cluster,membership_probability,outlier_score
erdogan2023_c009,erdogan2023,erdogan,1,1.0,0.13437567267460168
erdogan2023_c010,erdogan2023,erdogan,1,1.0,0.1409121706203769
erdogan2023_c011,erdogan2023,erdogan,1,1.0,0.1409121706203769
erdogan2023_c012,erdogan2023,erdogan,1,1.0,0.05750592565370569
erdogan2023_c013,erdogan2023,erdogan,1,1.0,0.0
erdogan2024_c000,erdogan2024,erdogan,1,1.0,0.061450587908605143
erdogan2024_c001,erdogan2024,erdogan,1,0.971991672237485,0.17446417899218472
erdogan2024_c002,erdogan2024,erdogan,1,1.0,0.0010259762056162298
erdogan2024_c003,erdogan2024,erdogan,1,1.0,0.0
erdogan2024_c004,erdogan2024,erdogan,1,1.0,0.1499858999914628
erdogan2024_c005,erdogan2024,erdogan,-1,0.0,0.20955878604407038
erdogan2024_c006,erdogan2024,erdogan,-1,0.0,0.18003979590589297
erdogan2024_c007,erdogan2024,erdogan,1,1.0,0.1412840850309416
erdogan2024_c008,erdogan2024,erdogan,1,0.9824189970133425,0.16560800216925262
erdogan2024_c009,erdogan2024,erdogan,1,0.9881058666467355,0.160778007503804
erdogan2024_c010,erdogan2024,erdogan,-1,0.0,0.20960466240559414
erdogan2024_c011,erdogan2024,erdogan,1,1.0,0.0
erdogan2025_c000,erdogan2025,erdogan,1,1.0,0.061450587908605143
erdogan2025_c001,erdogan2025,erdogan,1,1.0,0.12940848531645216
erdogan2025_c002,erdogan2025,erdogan,1,1.0,0.0
erdogan2025_c003,erdogan2025,erdogan,1,1.0,0.06684362909388833
erdogan2025_c004,erdogan2025,erdogan,1,0.9949332445415817,0.1549793518396273
erdogan2025_c005,erdogan2025,erdogan,1,1.0,0.12786573811011387
erdogan2025_c006,erdogan2025,erdogan,-1,0.0,0.202568399460657
erdogan2025_c007,erdogan2025,erdogan,1,1.0,0.1412840850309416
erdogan2025_c008,erdogan2025,erdogan,1,1.0,0.1412840850309416
erdogan2025_c009,erdogan2025,erdogan,1,1.0,0.1412840850309416
erdogan2025_c010,erdogan2025,erdogan,1,1.0,0.05718111774087704
erdogan2025_c011,erdogan2025,erdogan,-1,0.0,0.21295573072031246
erdogan2025_c012,erdogan2025,erdogan,1,0.9878726890302209,0.16097605084161049
erdogan2025_c013,erdogan2025,erdogan,1,1.0,0.0
macron2022_c000,macron2022,macron,1,1.0,0.09372889079760559
macron2022_c001,macron2022,macron,1,1.0,0.07867295348902108
macron2022_c002,macron2022,macron,1,0.9915268309869341,0.15787250050627671
macron2022_c003,macron2022,macron,-1,0.0,0.20996120930690895
macron2022_c004,macron2022,macron,1,1.0,0.14036522388740233
macron2022_c005,macron2022,macron,1,1.0,0.11083631179153917
macron2022_c006,macron2022,macron,1,1.0,0.14072268173080674
macron2022_c007,macron2022,macron,-1,0.0,0.21349388297668165
macron2022_c008,macron2022,macron,1,1.0,0.14132121366310157
macron2022_c009,macron2022,macron,-1,0.0,0.2434856180004276
macron2022_c010,macron2022,macron,-1,0.0,0.19262166496611502
macron2022_c011,macron2022,macron,1,1.0,0.0
macron2022_c012,macron2022,macron,1,0.9888253484405812,0.16016693437391247
macron2022_c013,macron2022,macron,1,1.0,0.14228977387766062
macron2022_c014,macron2022,macron,-1,0.0,0.20038779703545667
macron2022_c015,macron2022,macron,1,0.9925527122323515,0.15700119497930368
macron2022_c016,macron2022,macron,1,1.0,0.0
macron2022_c017,macron2022,macron,1,0.9887877776246657,0.160198844168254
macron2022_c018,macron2022,macron,1,1.0,0.0
macron2022_c019,macron2022,macron,1,1.0,0.0
macron2022_c020,macron2022,macron,1,1.0,0.0
macron2022_c021,macron2022,macron,1,1.0,0.0
macron2022_c022,macron2022,macron,1,1.0,0.013549414951709002
macron2022_c023,macron2022,macron,1,1.0,0.12225498119775229
macron2022_c024,macron2022,macron,1,0.9778789076577302,0.16946400886219723
macron2022_c025,macron2022,macron,0,1.0,0.0
macron2022_c026,macron2022,macron,1,1.0,0.05118845335089781
macron2023_c000,macron2023,macron,1,1.0,0.09372889079760559
macron2023_c001,macron2023,macron,1,0.9950211654863328,0.1549046784742251
macron2023_c002,macron2023,macron,-1,0.0,0.21972867146057215
macron2023_c003,macron2023,macron,-1,0.0,0.21193093177872285
macron2023_c004,macron2023,macron,-1,0.0,0.1788535057984024
macron2023_c005,macron2023,macron,1,1.0,0.11690571595447521
macron2023_c006,macron2023,macron,1,1.0,0.0
macron2023_c007,macron2023,macron,-1,0.0,0.19547515762853315
macron2023_c008,macron2023,macron,1,0.9925527122323515,0.15700119497930368
macron2023_c009,macron2023,macron,1,1.0,0.11870569613112787
macron2023_c010,macron2023,macron,1,1.0,0.12836175729023114
macron2023_c011,macron2023,macron,1,1.0,0.01957065433604601
macron2023_c012,macron2023,macron,1,1.0,0.12746109373784684
macron2023_c013,macron2023,macron,1,1.0,0.0
macron2023_c014,macron2023,macron,0,1.0,0.0
macron2023_c015,macron2023,macron,0,1.0,0.0
macron2023_c016,macron2023,macron,0,1.0,0.0
macron2023_c017,macron2023,macron,0,1.0,0.0
macron2023_c018,macron2023,macron,1,1.0,0.020402938737870625
macron2024_c000,macron2024,macron,0,0.8809710629872961,0.1190289370127039
macron2024_c001,macron2024,macron,0,0.8942789005584382,0.10572109944156186
macron2024_c002,macron2024,macron,0,1.0,0.0
macron2024_c003,macron2024,macron,0,0.9102188194275402,0.0897811805724598
macron2024_c004,macron2024,macron,-1,0.0,0.22600374103452944
macron2024_c005,macron2024,macron,1,1.0,0.0
macron2024_c006,macron2024,macron,1,1.0,0.0
macron2024_c007,macron2024,macron,1,0.9965557817721822,0.15360129208558004
macron2024_c008,macron2024,macron,-1,0.0,0.21165383345240837
macron2024_c009,macron2024,macron,1,1.0,0.0
macron2024_c010,macron2024,macron,1,1.0,0.12864950487642127
macron2024_c011,macron2024,macron,1,1.0,0.0
macron2024_c012,macron2024,macron,1,1.0,0.10237508873989641
macron2024_c013,macron2024,macron,1,1.0,0.12746109373784684
macron2024_c014,macron2024,macron,-1,0.0,0.22320701036781612
macron2024_c015,macron2024,macron,1,1.0,0.0
macron2025_c000,macron2025,macron,1,1.0,0.09372889079760559
macron2025_c001,macron2025,macron,1,1.0,0.10529482229208684
macron2025_c002,macron2025,macron,1,1.0,0.0
macron2025_c003,macron2025,macron,-1,0.0,0.2042574431866379
macron2025_c004,macron2025,macron,1,0.9925527122323515,0.15700119497930368
macron2025_c005,macron2025,macron,-1,0.0,0.20755172381867426
macron2025_c006,macron2025,macron,-1,0.0,0.17919844053395
macron2025_c007,macron2025,macron,1,1.0,0.0
macron2025_c008,macron2025,macron,-1,0.0,0.18911326309726445
macron2025_c009,macron2025,macron,-1,0.0,0.19263201729893534
macron2025_c010,macron2025,macron,1,1.0,0.0
macron2025_c011,macron2025,macron,1,0.9707471383282461,0.1755211914665514
macron2025_c012,macron2025,macron,1,1.0,0.017838133194752342
merkel1_c000,merkel1,merkel,1,0.9823147620815021,0.16569653139485427
merkel1_c001,merkel1,merkel,1,1.0,0.14032914612402306
merkel1_c002,merkel1,merkel,1,1.0,0.14032914612402306
merkel1_c003,merkel1,merkel,-1,0.0,0.19857563435577796
merkel1_c004,merkel1,merkel,-1,0.0,0.2334064677511206
merkel1_c005,merkel1,merkel,1,1.0,0.018193555621139026
merkel1_c006,merkel1,merkel,1,1.0,0.0
merkel1_c007,merkel1,merkel,1,1.0,0.03833170351091804
merkel1_c008,merkel1,merkel,1,0.9786453206340762,0.16881307595430273
merkel1_c009,merkel1,merkel,1,1.0,0.0
merkel2_c000,merkel2,merkel,1,1.0,0.04743906560690808
merkel2_c001,merkel2,merkel,-1,0.0,0.22462979556154816
merkel2_c002,merkel2,merkel,1,1.0,0.13236511537870435
merkel2_c003,merkel2,merkel,1,0.9735851876914892,0.1731107681285075
merkel2_c004,merkel2,merkel,1,1.0,0.04176214689492937
merkel2_c005,merkel2,merkel,1,1.0,0.0672805571982751
merkel2_c006,merkel2,merkel,-1,0.0,0.18056420529620787
merkel2_c007,merkel2,merkel,1,0.9786957827950677,0.1687702172316471
merkel2_c008,merkel2,merkel,1,1.0,0.0
merkel2_c009,merkel2,merkel,1,1.0,0.04743906560690808
merkel2020_c000,merkel2020,merkel,1,1.0,0.10644931620537926
merkel2020_c001,merkel2020,merkel,1,1.0,0.0672805571982751
merkel2020_c002,merkel2020,merkel,1,1.0,0.0
merkel2020_c003,merkel2020,merkel,1,1.0,0.0
merkel2020_c004,merkel2020,merkel,1,1.0,0.04176214689492937
merkel2020_c005,merkel2020,merkel,1,1.0,0.012846829955561207
merkel2020_c006,merkel2020,merkel,1,1.0,0.11861957633133369
merkel2020_c007,merkel2020,merkel,1,1.0,0.0
merkel2020_c008,merkel2020,merkel,1,1.0,0.024424587615233556
merkel3_c000,merkel3,merkel,1,1.0,0.14072268173080674
merkel3_c001,merkel3,merkel,1,1.0,0.0
merkel3_c002,merkel3,merkel,1,1.0,0.0
merkel3_c003,merkel3,merkel,1,0.9897542698793419,0.15937797913437446
merkel3_c004,merkel3,merkel,1,1.0,0.0
merkel3_c005,merkel3,merkel,1,1.0,0.018364329472469954
merkel3_c006,merkel3,merkel,1,1.0,0.12884546048026443
merkel3_c007,merkel3,merkel,1,1.0,0.14005882661854957
merkel3_c008,merkel3,merkel,1,1.0,0.024424587615233556
putin2022_c000,putin2022,putin,1,1.0,0.11564516686982373
putin2022_c001,putin2022,putin,-1,0.0,0.19013110347327664
putin2022_c002,putin2022,putin,1,1.0,0.11564516686982373
putin2022_c003,putin2022,putin,1,1.0,0.14032914612402306
putin2022_c004,putin2022,putin,1,1.0,0.10137145800237775
putin2022_c005,putin2022,putin,1,1.0,0.10137145800237775
putin2022_c006,putin2022,putin,1,1.0,0.10237508873989641
putin2022_c007,putin2022,putin,-1,0.0,0.23798008087091016
putin2022_c008,putin2022,putin,-1,0.0,0.17729739758603022
putin2022_c009,putin2022,putin,-1,0.0,0.20684688432232556
putin2022_c010,putin2022,putin,1,1.0,0.0
putin2023_c000,putin2023,putin,1,1.0,0.11564516686982373
putin2023_c001,putin2023,putin,1,1.0,0.14806316676564527
putin2023_c002,putin2023,putin,1,1.0,0.11861957633133369
putin2023_c003,putin2023,putin,-1,0.0,0.18211174818665304
putin2023_c004,putin2023,putin,1,1.0,0.13932553161258832
putin2023_c005,putin2023,putin,1,0.9919183116961677,0.1575400065580909
putin2024_c000,putin2024,putin,-1,0.0,0.1869915940280802
putin2024_c001,putin2024,putin,1,1.0,0.13406836773099395
putin2024_c002,putin2024,putin,-1,0.0,0.22012218985398252
putin2024_c003,putin2024,putin,1,1.0,0.0
putin2025_c000,putin2025,putin,1,0.9787346218654037,0.16873723027843254
putin2025_c001,putin2025,putin,1,1.0,0.018959863405044946
putin2025_c002,putin2025,putin,-1,0.0,0.2127632860097805
putin2025_c003,putin2025,putin,1,1.0,0.10137145800237775
putin2025_c004,putin2025,putin,1,1.0,0.02310679476585826
trump1_c000,trump1,trump,-1,0.0,0.18626318709651582
trump1_c001,trump1,trump,1,1.0,0.0
trump1_c002,trump1,trump,1,1.0,0.0
trump1_c003,trump1,trump,1,1.0,0.0
trump1_c004,trump1,trump,-1,0.0,0.22251064007309063
trump1_c005,trump1,trump,-1,0.0,0.22211084650245677
trump1_c006,trump1,trump,1,1.0,0.06295123832148687
trump1_c007,trump1,trump,1,1.0,0.00823943156492514
trump1_c008,trump1,trump,1,1.0,0.0
trump1_c009,trump1,trump,1,1.0,0.0
trump1_c010,trump1,trump,1,1.0,0.0
trump1_c011,trump1,trump,1,0.988254025895551,0.16065217230314915
trump1_c012,trump1,trump,1,0.9801286263857065,0.16755326883202667
trump1_c013,trump1,trump,1,1.0,0.044802660002724454
trump1_c014,trump1,trump,1,0.9901757121097848,0.159020038148198
trump1_c015,trump1,trump,1,1.0,0.04916688415610909
trump1_c016,trump1,trump,1,1.0,0.1412840850309416
trump1_c017,trump1,trump,1,0.9827618165357584,0.16531683733319621
trump1_c018,trump1,trump,-1,0.0,0.22476381315254704
trump1_c019,trump1,trump,1,1.0,0.0
trump1_c020,trump1,trump,-1,0.0,0.2092675573046155
trump1_c021,trump1,trump,1,1.0,0.1328159391953788
trump1_c022,trump1,trump,1,1.0,0.1328159391953788
trump1_c023,trump1,trump,1,1.0,0.1328159391953788
trump1_c024,trump1,trump,1,0.9726214392676671,0.17392930276108673
trump1_c025,trump1,trump,1,0.9764767012317969,0.17065493638361384
trump1_c026,trump1,trump,-1,0.0,0.19857563435577796
trump1_c027,trump1,trump,1,1.0,0.0
trump2_c000,trump2,trump,-1,0.0,0.20327006997437436
trump2_c001,trump2,trump,-1,0.0,0.21183878623929578
trump2_c002,trump2,trump,1,1.0,0.13932553161258832
trump3_c000,trump3,trump,1,1.0,0.12268104140063374
trump3_c001,trump3,trump,1,1.0,0.0
trump3_c002,trump3,trump,1,1.0,0.13236511537870435
trump3_c003,trump3,trump,1,1.0,0.0
trump3_c004,trump3,trump,1,1.0,0.1199103991945959
trump3_c005,trump3,trump,1,1.0,0.13236511537870435
trump3_c006,trump3,trump,1,0.986533877457268,0.16211313559513332
trump3_c007,trump3,trump,-1,0.0,0.18801408537356218
trump3_c008,trump3,trump,1,0.986533877457268,0.16211313559513332
trump3_c009,trump3,trump,1,0.986533877457268,0.16211313559513332
trump3_c010,trump3,trump,1,0.986533877457268,0.16211313559513332
trump3_c011,trump3,trump,1,0.986533877457268,0.16211313559513332
trump3_c012,trump3,trump,1,1.0,0.1328159391953788
trump3_c013,trump3,trump,1,1.0,0.13918696153677632
trump3_c014,trump3,trump,1,1.0,0.13918696153677632
trump3_c015,trump3,trump,1,0.9726214392676671,0.17392930276108673
trump3_c016,trump3,trump,-1,0.0,0.17939403509207658
