chunk_id,speech_id,leader,language,speech_date,speech_type,chunk_index,n_chunks_in_speech,relative_position,token_count,word_count,national_identity_cos,national_identity_cos_en,national_identity_pct,national_identity_rel,national_identity_kw,security_military_cos,security_military_cos_en,security_military_pct,security_military_rel,security_military_kw,economy_welfare_cos,economy_welfare_cos_en,economy_welfare_pct,economy_welfare_rel,economy_welfare_kw,foreign_policy_cos,foreign_policy_cos_en,foreign_policy_pct,foreign_policy_rel,foreign_policy_kw,democracy_institutions_cos,democracy_institutions_cos_en,democracy_institutions_pct,democracy_institutions_rel,democracy_institutions_kw,social_solidarity_cos,social_solidarity_cos_en,social_solidarity_pct,social_solidarity_rel,social_solidarity_kw,crisis_resilience_cos,crisis_resilience_cos_en,crisis_resilience_pct,crisis_resilience_rel,crisis_resilience_kw,future_reform_technology_cos,future_reform_technology_cos_en,future_reform_technology_pct,future_reform_technology_rel,future_reform_technology_kw,conflict_threat_framing_cos,conflict_threat_framing_cos_en,conflict_threat_framing_pct,conflict_threat_framing_rel,cooperation_solidarity_framing_cos,cooperation_solidarity_framing_cos_en,cooperation_solidarity_framing_pct,cooperation_solidarity_framing_rel,past_orientation_cos,past_orientation_cos_en,past_orientation_pct,past_orientation_rel,future_orientation_cos,future_orientation_cos_en,future_orientation_pct,future_orientation_rel,us_vs_them_cos,us_vs_them_cos_en,us_vs_them_pct,us_vs_them_rel,gratitude_recognition_cos,gratitude_recognition_cos_en,gratitude_recognition_pct,gratitude_recognition_rel,promises_commitments_cos,promises_commitments_cos_en,promises_commitments_pct,promises_commitments_rel,top_theme_emb,top_theme_margin,national_identity_nli,security_military_nli,economy_welfare_nli,foreign_policy_nli,democracy_institutions_nli,social_solidarity_nli,crisis_resilience_nli,future_reform_technology_nli,conflict_threat_framing_nli,cooperation_solidarity_framing_nli,past_orientation_nli,future_orientation_nli,us_vs_them_nli,gratitude_recognition_nli,promises_commitments_nli,top_theme_nli
erdogan2022_c000,erdogan2022,erdogan,en,2022-12-31,new_year_message,0,13,0.0,87,71,0.35535976,0.35535976,0.782,0.06868708,2.8169014,0.22854,0.22854,0.326,-0.04286197,1.4084507,0.14583233,0.14583233,0.05,-0.11080477,0.0,0.24797523,0.24797523,0.454,-0.014044851,0.0,0.18555963,0.18555963,0.206,-0.060619995,0.0,0.22976378,0.22976378,0.234,-0.07202968,0.0,0.26573062,0.26573062,0.198,-0.053303927,0.0,0.25010926,0.25010926,0.302,-0.043232948,0.0,0.22190419,0.22190419,0.294,-0.04139775,0.26378453,0.26378453,0.178,-0.06999484,0.43011093,0.43011093,0.978,0.13179094,0.33451104,0.33451104,0.538,-0.0011407435,0.22263822,0.22263822,0.266,-0.048141092,0.33561358,0.33561358,0.566,0.014153272,0.2904181,0.2904181,0.294,-0.03789985,national_identity,0.328,0.9583222,0.011050795,0.0002622123,0.6940954,0.019382194,0.9429023,0.054853197,0.0010142631,0.007831048,0.009670993,0.97012687,0.0048016408,0.37937838,0.94073534,0.9642542,national_identity
erdogan2022_c001,erdogan2022,erdogan,en,2022-12-31,new_year_message,1,13,0.083,111,91,0.23086342,0.23086342,0.282,-0.05580926,1.0989012,0.14338519,0.14338519,0.01,-0.12801678,0.0,0.12643811,0.12643811,0.018,-0.13019899,0.0,0.15978768,0.15978768,0.05,-0.1022324,0.0,0.17282647,0.17282647,0.138,-0.07335316,0.0,0.17606068,0.17606068,0.062,-0.12573278,1.0989012,0.3033892,0.3033892,0.382,-0.015645355,1.0989012,0.2149638,0.2149638,0.158,-0.07837841,0.0,0.14543077,0.14543077,0.03,-0.117871165,0.22283971,0.22283971,0.05,-0.11093965,0.41330844,0.41330844,0.962,0.114988446,0.2677595,0.2677595,0.218,-0.06789228,0.14164348,0.14164348,0.026,-0.12913583,0.31827027,0.31827027,0.518,-0.0031900406,0.26577845,0.26577845,0.21,-0.06253949,crisis_resilience,0.099999994,0.9935054,0.030835913,0.0068504806,0.016801614,0.8876923,0.94739324,0.33018765,0.0004821762,0.00022516825,0.46186623,0.9988328,0.5471919,0.010944577,0.86422455,0.95540243,national_identity
erdogan2022_c002,erdogan2022,erdogan,en,2022-12-31,new_year_message,2,13,0.167,84,59,0.29809648,0.29809648,0.582,0.011423796,1.6949153,0.18354523,0.18354523,0.09,-0.08785674,0.0,0.18843953,0.18843953,0.186,-0.06819756,0.0,0.19539732,0.19539732,0.158,-0.066622764,0.0,0.1987299,0.1987299,0.286,-0.047449723,0.0,0.21115825,0.21115825,0.162,-0.09063521,0.0,0.24622808,0.24622808,0.118,-0.07280646,0.0,0.2633936,0.2633936,0.386,-0.029948592,0.0,0.154683,0.154683,0.038,-0.108618945,0.2608813,0.2608813,0.166,-0.07289806,0.42779666,0.42779666,0.974,0.12947667,0.35663217,0.35663217,0.61,0.020980388,0.16191985,0.16191985,0.07,-0.108859465,0.3018964,0.3018964,0.47,-0.019563913,0.35271013,0.35271013,0.65,0.024392188,national_identity,0.19600001,0.95921534,0.0883079,0.003685674,0.54262096,0.0068372046,0.91851217,0.26203844,0.0018494503,0.0010024585,0.12727249,0.99619776,0.9994817,0.21833587,0.9944397,0.99924463,national_identity
erdogan2022_c003,erdogan2022,erdogan,en,2022-12-31,new_year_message,3,13,0.25,97,76,0.2537682,0.2537682,0.418,-0.032904476,1.3157895,0.2035878,0.2035878,0.154,-0.06781417,0.0,0.2450872,0.2450872,0.526,-0.01154989,0.0,0.28340924,0.28340924,0.658,0.021389157,0.0,0.34474432,0.34474432,0.89,0.0985647,2.631579,0.22842655,0.22842655,0.222,-0.07336691,0.0,0.26942384,0.26942384,0.226,-0.049610704,0.0,0.35438573,0.35438573,0.778,0.06104353,0.0,0.24951003,0.24951003,0.47,-0.013791904,0.28672206,0.28672206,0.298,-0.0470573,0.3380211,0.3380211,0.73,0.039701104,0.47219658,0.47219658,0.938,0.1365448,0.28039932,0.28039932,0.582,0.009620011,0.25291604,0.25291604,0.262,-0.06854427,0.42587447,0.42587447,0.906,0.09755653,democracy_institutions,0.11199999,0.43494123,0.28666824,0.00016603847,0.97195256,0.08218025,0.08636199,0.50494367,0.00021485926,0.00048500838,0.005220126,0.96802044,0.9992191,0.9800148,0.4045074,0.9996266,foreign_policy
erdogan2022_c004,erdogan2022,erdogan,en,2022-12-31,new_year_message,4,13,0.333,116,76,0.15292028,0.15292028,0.038,-0.1337524,0.0,0.28367054,0.28367054,0.614,0.012268573,0.0,0.16728376,0.16728376,0.09,-0.08935334,1.3157895,0.25212175,0.25212175,0.482,-0.009898335,1.3157895,0.16195609,0.16195609,0.098,-0.08422354,0.0,0.13312252,0.13312252,0.018,-0.16867094,0.0,0.3412797,0.3412797,0.678,0.022245139,0.0,0.18819812,0.18819812,0.074,-0.10514408,0.0,0.3266409,0.3266409,0.802,0.063338965,0.22121535,0.22121535,0.046,-0.11256401,0.3305583,0.3305583,0.682,0.032238305,0.2575304,0.2575304,0.194,-0.078121394,0.2497094,0.2497094,0.402,-0.021069914,0.1996037,0.1996037,0.106,-0.1218566,0.22917025,0.22917025,0.09,-0.09914769,crisis_resilience,0.06399995,0.5051878,0.9796871,0.0004442183,0.9502496,0.1987048,0.14596547,0.99941504,0.0003225072,0.9878059,0.00038147112,0.997851,0.99972254,0.9994653,0.6310829,0.9992834,crisis_resilience
erdogan2022_c005,erdogan2022,erdogan,en,2022-12-31,new_year_message,5,13,0.417,106,85,0.3656195,0.3656195,0.802,0.07894683,2.3529413,0.4268711,0.4268711,0.982,0.15546912,1.1764706,0.26421887,0.26421887,0.638,0.0075817704,1.1764706,0.3486544,0.3486544,0.898,0.08663431,0.0,0.20973295,0.20973295,0.358,-0.036446676,0.0,0.33033076,0.33033076,0.642,0.028537303,2.3529413,0.4550369,0.4550369,0.978,0.13600236,1.1764706,0.31039688,0.31039688,0.614,0.017054677,0.0,0.4259711,0.4259711,0.99,0.16266915,0.43470758,0.43470758,0.934,0.10092822,0.3246061,0.3246061,0.638,0.026286095,0.42455056,0.42455056,0.83,0.08889878,0.3779245,0.3779245,0.918,0.10714519,0.29020402,0.29020402,0.418,-0.03125629,0.35446697,0.35446697,0.654,0.026149035,security_military,0.004000008,0.9948103,0.9768134,0.5648787,0.98532796,0.5986055,0.92046857,0.99439085,0.067978516,0.03564497,0.8850739,0.10859007,0.99985373,0.9535353,0.7614054,0.9991524,national_identity
erdogan2022_c006,erdogan2022,erdogan,en,2022-12-31,new_year_message,6,13,0.5,107,86,0.09629919,0.09629919,0.002,-0.1903735,0.0,0.19266188,0.19266188,0.118,-0.07874009,1.1627907,0.32507712,0.32507712,0.814,0.06844002,4.6511626,0.20079316,0.20079316,0.17,-0.06122692,3.488372,0.087927505,0.087927505,0.006,-0.15825212,0.0,0.12259796,0.12259796,0.002,-0.1791955,0.0,0.3239185,0.3239185,0.566,0.004883945,1.1627907,0.13795611,0.13795611,0.01,-0.15538609,0.0,0.20796509,0.20796509,0.206,-0.055336848,0.19505012,0.19505012,0.014,-0.13872924,0.19781047,0.19781047,0.074,-0.100509524,0.11785869,0.11785869,0.006,-0.21779309,0.18187714,0.18187714,0.114,-0.088902175,0.17303875,0.17303875,0.034,-0.14842156,0.10703945,0.10703945,0.002,-0.22127849,economy_welfare,0.24800003,0.8250265,0.0012743262,0.9547952,0.9811849,0.005691431,0.04709609,0.9986223,0.024798159,0.037221756,0.007853845,0.41649997,0.9960005,0.99683344,0.2866682,0.81687254,crisis_resilience
erdogan2022_c007,erdogan2022,erdogan,en,2022-12-31,new_year_message,7,13,0.583,82,72,0.22564456,0.22564456,0.262,-0.061028123,4.1666665,0.22749537,0.22749537,0.31,-0.0439066,0.0,0.50937814,0.50937814,0.998,0.25274104,1.3888888,0.17884645,0.17884645,0.094,-0.08317363,0.0,0.15066858,0.15066858,0.074,-0.09551105,0.0,0.24452826,0.24452826,0.286,-0.057265192,0.0,0.31286484,0.31286484,0.45,-0.0061697066,0.0,0.16535613,0.16535613,0.042,-0.12798607,0.0,0.20452812,0.20452812,0.186,-0.058773816,0.23774484,0.23774484,0.098,-0.09603453,0.24050392,0.24050392,0.218,-0.057816073,0.19867536,0.19867536,0.03,-0.13697642,0.19630761,0.19630761,0.154,-0.0744717,0.295183,0.295183,0.434,-0.026277304,0.23831168,0.23831168,0.106,-0.09000626,economy_welfare,0.54800004,0.9969276,0.010159832,0.99897975,0.9171544,0.9677701,0.996597,0.8192074,0.13069749,0.0006785173,0.9689739,0.9994428,0.23868327,0.10127792,0.98184043,0.9994877,economy_welfare
erdogan2022_c008,erdogan2022,erdogan,en,2022-12-31,new_year_message,8,13,0.667,93,87,0.19003299,0.19003299,0.138,-0.09663969,0.0,0.27292857,0.27292857,0.57,0.0015265942,0.0,0.47929007,0.47929007,0.99,0.22265297,4.597701,0.2149644,0.2149644,0.226,-0.047055677,1.1494253,0.18357101,0.18357101,0.19,-0.062608615,0.0,0.2431146,0.2431146,0.278,-0.05867885,1.1494253,0.3654165,0.3654165,0.794,0.04638195,0.0,0.22048692,0.22048692,0.166,-0.07285528,0.0,0.2353091,0.2353091,0.374,-0.027992845,0.27841997,0.27841997,0.254,-0.055359393,0.26539272,0.26539272,0.318,-0.032927275,0.2136204,0.2136204,0.058,-0.12203139,0.21244758,0.21244758,0.198,-0.058331728,0.283812,0.283812,0.394,-0.03764832,0.26052094,0.26052094,0.182,-0.067797005,economy_welfare,0.19599998,0.9912548,0.06785488,0.9996574,0.99783003,0.49102882,0.98808503,0.9986698,0.012624949,0.042762153,0.028247785,0.9995479,0.96771675,0.9670387,0.95325327,0.9987056,economy_welfare
erdogan2022_c009,erdogan2022,erdogan,en,2022-12-31,new_year_message,9,13,0.75,123,109,0.11303465,0.11303465,0.006,-0.17363803,0.0,0.30830956,0.30830956,0.718,0.036907583,0.9174312,0.14477181,0.14477181,0.046,-0.11186528,0.9174312,0.41506073,0.41506073,0.986,0.15304065,2.7522936,0.11217607,0.11217607,0.014,-0.13400355,0.0,0.13312003,0.13312003,0.014,-0.16867343,0.0,0.37523255,0.37523255,0.834,0.056198,0.9174312,0.15719941,0.15719941,0.03,-0.13614279,0.0,0.35161412,0.35161412,0.886,0.08831218,0.24460654,0.24460654,0.114,-0.089172825,0.19166972,0.19166972,0.054,-0.10665028,0.14646412,0.14646412,0.01,-0.18918766,0.2563373,0.2563373,0.442,-0.014441997,0.16945785,0.16945785,0.03,-0.15200245,0.13250214,0.13250214,0.006,-0.1958158,foreign_policy,0.15200001,0.9920157,0.81616837,0.00013605114,0.9296323,0.008994129,0.19140323,0.84917164,0.001974259,0.0014131118,0.29421496,0.99937737,0.005291605,0.9853421,0.93667716,0.98282325,national_identity
erdogan2022_c010,erdogan2022,erdogan,en,2022-12-31,new_year_message,10,13,0.833,111,90,0.15530047,0.15530047,0.054,-0.13137221,1.1111112,0.17200267,0.17200267,0.054,-0.0993993,0.0,0.33130574,0.33130574,0.826,0.074668646,0.0,0.17218208,0.17218208,0.066,-0.089838,0.0,0.12757942,0.12757942,0.026,-0.118600205,0.0,0.13630487,0.13630487,0.022,-0.16548859,0.0,0.29004037,0.29004037,0.31,-0.028994173,0.0,0.17066649,0.17066649,0.046,-0.12267572,0.0,0.13333255,0.13333255,0.018,-0.12996939,0.18698452,0.18698452,0.006,-0.14679484,0.3226282,0.3226282,0.634,0.024308205,0.26633373,0.26633373,0.206,-0.069318056,0.111423604,0.111423604,0.006,-0.1593557,0.20773228,0.20773228,0.13,-0.11372803,0.1996441,0.1996441,0.042,-0.12867384,economy_welfare,0.516,0.96235603,0.00027106237,0.30097666,0.15159214,0.073297285,0.48990005,0.020196635,0.35342816,0.00020906502,0.07751766,0.79953647,0.99824196,0.11777493,0.89116746,0.99576837,national_identity
erdogan2022_c011,erdogan2022,erdogan,en,2022-12-31,new_year_message,11,13,0.917,81,70,0.22512846,0.22512846,0.254,-0.061544225,0.0,0.18839177,0.18839177,0.11,-0.0830102,0.0,0.256038,0.256038,0.59,-0.0005990863,2.857143,0.37612835,0.37612835,0.934,0.114108264,0.0,0.21693197,0.21693197,0.414,-0.029247656,0.0,0.16930002,0.16930002,0.034,-0.13249344,0.0,0.21364665,0.21364665,0.026,-0.1053879,0.0,0.39715356,0.39715356,0.886,0.10381135,0.0,0.22706787,0.22706787,0.326,-0.036234066,0.25392306,0.25392306,0.15,-0.07985631,0.23935512,0.23935512,0.214,-0.05896488,0.4951436,0.4951436,0.966,0.1594918,0.23970014,0.23970014,0.35,-0.031079173,0.18258195,0.18258195,0.058,-0.13887836,0.34893662,0.34893662,0.61,0.020618677,foreign_policy,0.048000038,0.94652253,0.30486885,0.79462415,0.98613805,0.44522804,0.74119425,0.42629173,0.17674264,0.0013966718,0.27478904,0.25655252,0.9997822,0.91726565,0.16912912,0.99973416,foreign_policy
