,erdogan,macron,merkel,putin,trump
erdogan,0.0,0.18879783,0.2226677,0.2272647,0.24839151
macron,0.18879783,2.3841858e-07,0.1555534,0.23074776,0.2514953
merkel,0.2226677,0.1555534,0.0,0.26408684,0.26724243
putin,0.2272647,0.23074776,0.26408684,0.0,0.2774974
trump,0.24839151,0.2514953,0.26724243,0.2774974,0.0
