speech_id,leader,language,speech_date,speech_type,conflict_threat_framing_cos,conflict_threat_framing_cos_en,conflict_threat_framing_pct,conflict_threat_framing_rel,cooperation_solidarity_framing_cos,cooperation_solidarity_framing_cos_en,cooperation_solidarity_framing_pct,cooperation_solidarity_framing_rel,past_orientation_cos,past_orientation_cos_en,past_orientation_pct,past_orientation_rel,future_orientation_cos,future_orientation_cos_en,future_orientation_pct,future_orientation_rel,us_vs_them_cos,us_vs_them_cos_en,us_vs_them_pct,us_vs_them_rel,gratitude_recognition_cos,gratitude_recognition_cos_en,gratitude_recognition_pct,gratitude_recognition_rel,promises_commitments_cos,promises_commitments_cos_en,promises_commitments_pct,promises_commitments_rel,conflict_threat_framing_nli,cooperation_solidarity_framing_nli,past_orientation_nli,future_orientation_nli,us_vs_them_nli,gratitude_recognition_nli,promises_commitments_nli,n_chunks,conflict_threat_framing_rate,cooperation_solidarity_framing_rate,past_orientation_rate,future_orientation_rate,us_vs_them_rate,gratitude_recognition_rate,promises_commitments_rate
erdogan1,erdogan,en,,symposium_speech,0.367190636,0.367190636,0.2472,-0.044229472400000004,0.34805218299999996,0.34805218299999996,0.2056,-0.050370654,0.353158918,0.353158918,0.262,-0.05149019132,0.382335628,0.382335628,0.1648,-0.07110682763000001,0.363108523,0.363108523,0.4384,-0.01442565617,0.348725425,0.348725425,0.14479999999999998,-0.0751588493,0.38196942300000003,0.38196942300000003,0.1892,-0.048993438449999996,0.065236852135,0.21499652068800001,0.6243815297,0.56848159374,0.5845030403,0.36365777475,0.7356018694,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erdogan2022,erdogan,en,2022-12-31,new_year_message,0.3927495530769231,0.3927495530769231,0.3881538461538462,-0.01867055436153846,0.35755259230769226,0.35755259230769226,0.23553846153846153,-0.04087024515384615,0.4435516469230769,0.4435516469230769,0.7047692307692307,0.03890253922846154,0.46470502846153844,0.46470502846153844,0.549076923076923,0.011262572538461536,0.34760998692307693,0.34760998692307693,0.3503076923076923,-0.029924192846153847,0.41371849923076925,0.41371849923076925,0.4441538461538462,-0.010165774015384616,0.4169590992307692,0.4169590992307692,0.43676923076923074,-0.014003758692307692,0.08593824341384616,0.2722091738553846,0.7938651823076923,0.7502363019846154,0.599358179,0.7505568869230769,0.9776669323076923,13,0.07692307692307693,0.0,0.6153846153846154,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.3076923076923077
erdogan2023,erdogan,en,2023-12-31,new_year_message,0.46350516071428566,0.46350516071428566,0.7688571428571428,0.05208505464285714,0.4388602157142857,0.4388602157142857,0.7062857142857143,0.04043737907857143,0.422277695,0.422277695,0.5802857142857143,0.017628586714285712,0.49307089285714284,0.49307089285714284,0.6917142857142856,0.0396284375,0.4149271285714286,0.4149271285714286,0.6914285714285714,0.03739294859285714,0.42443046,0.42443046,0.5014285714285714,0.0005461872214285715,0.4323323507142857,0.4323323507142857,0.5174285714285715,0.0013694912214285723,0.08586356375714287,0.24239506117857143,0.48856121400714286,0.46675020422857144,0.6883264518785713,0.6110177933571429,0.9771256314285715,14,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5,0.42857142857142855,0.14285714285714285,0.07142857142857142
erdogan2024,erdogan,en,2024-12-31,new_year_message,0.42405661833333336,0.42405661833333336,0.5706666666666667,0.012636510208333333,0.4057113508333334,0.4057113508333334,0.5476666666666666,0.0072885103916666685,0.4254526708333333,0.4254526708333333,0.5873333333333334,0.020803563083333334,0.497500595,0.497500595,0.7023333333333334,0.04405813616666667,0.36664357249999996,0.36664357249999996,0.45566666666666666,-0.010890607925000002,0.4286708641666666,0.4286708641666666,0.5256666666666666,0.004786590625,0.453304245,0.453304245,0.6283333333333333,0.022341388141666665,0.08242350179916667,0.4580617656166666,0.4036351374166667,0.7393826995833334,0.2671967069541667,0.8845265891666667,0.9462383341666666,12,0.25,0.25,0.25,0.6666666666666666,0.08333333333333333,0.25,0.5
erdogan2025,erdogan,en,2025-12-31,new_year_message,0.40488832214285714,0.40488832214285714,0.4748571428571428,-0.0065317855642857145,0.39473389571428574,0.39473389571428574,0.4774285714285714,-0.003688942107142859,0.4073773492857143,0.4073773492857143,0.506,0.002728245285714286,0.4480160414285714,0.4480160414285714,0.46714285714285714,-0.005426410785714285,0.3501870435714286,0.3501870435714286,0.3734285714285714,-0.027347134982142855,0.42114154499999995,0.42114154499999995,0.4391428571428571,-0.0027427293999999977,0.43380761357142855,0.43380761357142855,0.5162857142857142,0.0028447506928571437,0.1798777080257143,0.5154977470000001,0.8297773637142857,0.6332021687685714,0.3611546956042857,0.98880158,0.9009639501428571,14,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.21428571428571427
macron2022,macron,en,2022-12-31,new_year_address,0.3923734377777778,0.3923734377777778,0.43103703703703705,-0.019046666651851854,0.3957301988888889,0.3957301988888889,0.5085185185185185,-0.0026926388518518523,0.3883584737037037,0.3883584737037037,0.43992592592592594,-0.016290634425925925,0.46158985037037037,0.46158985037037037,0.5388888888888889,0.008147398622962963,0.35034205074074076,0.35034205074074076,0.3991851851851852,-0.027192132425925927,0.4138315896296297,0.4138315896296297,0.4825925925925926,-0.010052683077777777,0.43967176333333335,0.43967176333333335,0.5568148148148149,0.008708901881481481,0.07856541586518519,0.34572130259259254,0.46984485348555555,0.7565067124103704,0.48968910258888887,0.7672097331111111,0.9931220685185186,27,0.2222222222222222,0.25925925925925924,0.2222222222222222,0.2962962962962963,0.2222222222222222,0.25925925925925924,0.37037037037037035
macron2023,macron,en,2023-12-31,new_year_address,0.3803091378947368,0.3803091378947368,0.3352631578947369,-0.0311109690368421,0.36960847,0.36960847,0.32073684210526315,-0.028814367826842102,0.4114507552631579,0.4114507552631579,0.5504210526315789,0.006801647947368419,0.46467256842105265,0.46467256842105265,0.5605263157894737,0.011230114105263159,0.33457069105263154,0.33457069105263154,0.2750526315789474,-0.04296348910736842,0.4034576894736842,0.4034576894736842,0.39821052631578946,-0.020426582310526315,0.4348416189473684,0.4348416189473684,0.5470526315789473,0.003878758005263158,0.1087144657433684,0.23181281593526318,0.6434206425789474,0.7347331610173684,0.4844390199631579,0.8387562636473684,0.8225330989894737,19,0.10526315789473684,0.0,0.3684210526315789,0.21052631578947367,0.0,0.10526315789473684,0.3157894736842105
macron2024,macron,en,2024-12-31,new_year_address,0.40402172062499997,0.40402172062499997,0.46575,-0.0073983856575,0.402530741875,0.402530741875,0.52275,0.0041079037114375005,0.413042993125,0.413042993125,0.54825,0.00839388775,0.4805884075,0.4805884075,0.58375,0.027145953625625,0.361989565625,0.361989565625,0.423,-0.0155446139125,0.40924016,0.40924016,0.4265,-0.014644110887499999,0.44502788375,0.44502788375,0.57225,0.0140650219875,0.048778903312500003,0.3885866000375,0.5513191432025,0.67188193885875,0.598593533375,0.86897440125,0.938226432125,16,0.25,0.1875,0.25,0.3125,0.0625,0.1875,0.375
macron2025,macron,en,2025-12-31,new_year_address,0.41819160846153847,0.41819160846153847,0.5192307692307693,0.0067714976153846135,0.40626043538461537,0.40626043538461537,0.5392307692307692,0.007837598188461537,0.3862277553846154,0.3862277553846154,0.4029230769230769,-0.018421354115384612,0.47139756230769225,0.47139756230769225,0.6013846153846154,0.017955106076923077,0.36669306230769233,0.36669306230769233,0.4509230769230769,-0.010841119538461537,0.4255387123076923,0.4255387123076923,0.46599999999999997,0.0016544395923076905,0.45242537307692304,0.45242537307692304,0.6127692307692307,0.021462513715384615,0.08936638560153846,0.429457667,0.44579519374615384,0.6995260417915384,0.36647922373076924,0.835408314523077,0.919176141103846,13,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.3076923076923077
merkel1,merkel,en,2016-12-31,new_year_address,0.431033972,0.431033972,0.6028,0.019613864919999998,0.413368442,0.413368442,0.58,0.01494560231,0.384872793,0.384872793,0.3996,-0.019776315,0.419765974,0.419765974,0.3568,-0.03367648434,0.398177163,0.398177163,0.634,0.0206429815,0.41060352499999997,0.41060352499999997,0.442,-0.013280746360000002,0.40327136399999997,0.40327136399999997,0.3324,-0.027691498599999996,0.112738809028,0.33147943184999995,0.5848115417849999,0.28482055461,0.7510542318,0.5222290714,0.984190911,10,0.4,0.2,0.1,0.2,0.3,0.1,0.1
