,erdogan,macron,merkel,putin,trump
erdogan,0.8114754098360656,0.07377049180327869,0.01639344262295082,0.04098360655737705,0.05737704918032788
macron,0.02266666666666667,0.8866666666666667,0.05733333333333334,0.028,0.005333333333333334
merkel,0.020588235294117647,0.1647058823529412,0.7647058823529411,0.02058823529411765,0.029411764705882353
putin,0.06538461538461539,0.10384615384615384,0.007692307692307693,0.8192307692307691,0.0038461538461538464
trump,0.02608695652173913,0.02391304347826087,0.0,0.013043478260869565,0.9369565217391305
