,erdogan,macron,merkel,putin,trump
erdogan,0.0,1.5587945847185414,1.8627976997162004,4.217962311172114,4.5176748274197704
macron,1.5587945847185414,0.0,1.7175002041198755,3.502430763718166,3.9377104877496225
merkel,1.8627976997162004,1.7175002041198755,0.0,3.8965581859825513,3.9312142824779968
putin,4.217962311172114,3.502430763718166,3.8965581859825513,0.0,3.9785667712777077
trump,4.5176748274197704,3.9377104877496225,3.9312142824779968,3.9785667712777077,0.0
