,erdogan,macron,merkel,putin,trump
erdogan,1.0,0.5813252,0.6205833,0.59495616,0.59252185
macron,0.5813252,1.0,0.6981233,0.64293957,0.633335
merkel,0.6205833,0.6981233,1.0,0.6782197,0.6597094
putin,0.59495616,0.64293957,0.6782197,1.0,0.7436144
trump,0.59252185,0.633335,0.6597094,0.7436144,1.0
