,erdogan,macron,merkel,putin,trump
erdogan,1.0,0.94148785,0.9242264,0.8512461,0.8747014
macron,0.94148785,1.0,0.94215304,0.8604212,0.8796707
merkel,0.9242264,0.94215304,0.99999994,0.8378374,0.8640572
putin,0.8512461,0.8604212,0.8378374,1.0,0.8236381
trump,0.8747014,0.8796707,0.8640572,0.8236381,1.0
