,erdogan,macron,merkel,putin,trump
erdogan,1.0,0.94160146,0.922359,0.8638937,0.8777114
macron,0.94160146,0.99999994,0.93950856,0.8748398,0.8793996
merkel,0.922359,0.93950856,1.0,0.8466388,0.86266327
putin,0.8638937,0.8748398,0.8466388,1.0,0.8441535
trump,0.8777114,0.8793996,0.86266327,0.8441535,0.99999994
