leader,conflict_threat_framing_cos,conflict_threat_framing_cos_en,conflict_threat_framing_pct,conflict_threat_framing_rel,cooperation_solidarity_framing_cos,cooperation_solidarity_framing_cos_en,cooperation_solidarity_framing_pct,cooperation_solidarity_framing_rel,conflict_threat_framing_nli,cooperation_solidarity_framing_nli,conflict_threat_framing_rate,cooperation_solidarity_framing_rate,n_speeches,n_chunks
erdogan,0.3155438230566775,0.20869188494190122,0.6090246363552984,0.02784260379476569,0.34774103791851957,0.23842065942654095,0.5156286943402477,0.006758839526904377,0.1382432199636287,0.27622643453832585,0.3562236138474529,0.23835139318885448,5,80
macron,0.28442773679562167,0.21084794504857396,0.48734163002486075,-0.003273482727587456,0.3221707846696747,0.2648170143699866,0.4169650689104166,-0.018811413566844362,0.12102263462289925,0.31908467216575315,0.23287098930481284,0.15661207664884136,4,96
merkel,0.2516991599646465,0.21099373146590908,0.3559421792833333,-0.036002059855303026,0.3362739950681818,0.29085923225631316,0.49748171668181823,-0.0047082040776767675,0.029197692870071717,0.48825811928808077,0.13383838383838384,0.2732323232323232,4,42
putin,0.2685199363522727,0.2685199363522727,0.4196251336742424,-0.01918128266003788,0.3717893472840909,0.3717893472840909,0.6419278979015152,0.030807150349621205,0.03801705122886364,0.40622822271060605,0.1534090909090909,0.4746212121212121,4,26
trump,0.3036752053571428,0.3036752053571428,0.5837643716904762,0.01597398627827381,0.35657796122023805,0.35657796122023805,0.5747844840952382,0.015595763461309524,0.06762331438955357,0.4500359200875,0.13095238095238096,0.2380952380952381,3,46
