top_pair,other_pair,observed_difference,ci_low,ci_high,share_top_greater
putin–trump,erdogan–macron,0.16228920221328735,0.06526317447423935,0.20451515913009644,1.0
putin–trump,erdogan–merkel,0.12303107976913452,0.026543933898210526,0.1753862500190735,0.997
putin–trump,erdogan–putin,0.14865821599960327,0.05128166824579239,0.20801305770874023,1.0
putin–trump,erdogan–trump,0.15109264850616455,0.11167687922716141,0.1854735165834427,1.0
putin–trump,macron–merkel,0.045491158962249756,-0.05213767662644386,0.09316281229257584,0.887
putin–trump,macron–putin,0.10067474842071533,0.0034878298174589872,0.12637107074260712,0.984
putin–trump,macron–trump,0.11027944087982178,0.076175756752491,0.12687119841575623,1.0
putin–trump,merkel–putin,0.06539463996887207,-0.02615129016339779,0.10220085084438324,0.9585
putin–trump,merkel–trump,0.08390510082244873,0.054828956723213196,0.11089854687452316,1.0
