leader,conflict_threat_framing_cos,conflict_threat_framing_cos_en,conflict_threat_framing_pct,conflict_threat_framing_rel,cooperation_solidarity_framing_cos,cooperation_solidarity_framing_cos_en,cooperation_solidarity_framing_pct,cooperation_solidarity_framing_rel,conflict_threat_framing_nli,cooperation_solidarity_framing_nli,conflict_threat_framing_rate,cooperation_solidarity_framing_rate,n_speeches,n_chunks
erdogan,0.3136901057068714,0.20673499735598289,0.6073622678742465,0.027575621715704313,0.34592101446569956,0.23736756159182412,0.5117766825459402,0.00419846588358468,0.12431859670479947,0.2652495845509931,0.3710470085470085,0.2301169590643275,5,85
macron,0.28529191449216956,0.21110171538258213,0.49877230314822074,-0.0008225693170395344,0.3262638648684874,0.2681678243090527,0.43120386460803667,-0.01545868266287691,0.11554621785526031,0.32494119561328594,0.238170359052712,0.16827349121466767,4,99
merkel,0.24993966649621213,0.20999570152651514,0.3540732138712121,-0.036174816688257574,0.3440281559090909,0.29702936292045456,0.5186154289670455,0.0023056080295454544,0.026057356671212117,0.5096648541086364,0.1268939393939394,0.3522727272727273,4,46
putin,0.26834770973484845,0.26834770973484845,0.4261550557727273,-0.017766775822727274,0.36996794771590913,0.36996794771590913,0.6334217973143939,0.028245403033333335,0.037573558997185605,0.3941469400621212,0.1534090909090909,0.37462121212121213,4,26
trump,0.2846462807212885,0.284646282289916,0.5038461692038515,-0.0014682041680205416,0.3408212916503268,0.3408212894934641,0.489031246280579,-0.0009012553931839381,0.052402577149791095,0.4240573255691176,0.12605042016806722,0.19677871148459383,3,48
