speech_id,leader,language,speech_date,speech_type,national_identity_cos,national_identity_cos_en,national_identity_pct,national_identity_rel,national_identity_kw,security_military_cos,security_military_cos_en,security_military_pct,security_military_rel,security_military_kw,economy_welfare_cos,economy_welfare_cos_en,economy_welfare_pct,economy_welfare_rel,economy_welfare_kw,foreign_policy_cos,foreign_policy_cos_en,foreign_policy_pct,foreign_policy_rel,foreign_policy_kw,democracy_institutions_cos,democracy_institutions_cos_en,democracy_institutions_pct,democracy_institutions_rel,democracy_institutions_kw,social_solidarity_cos,social_solidarity_cos_en,social_solidarity_pct,social_solidarity_rel,social_solidarity_kw,crisis_resilience_cos,crisis_resilience_cos_en,crisis_resilience_pct,crisis_resilience_rel,crisis_resilience_kw,future_reform_technology_cos,future_reform_technology_cos_en,future_reform_technology_pct,future_reform_technology_rel,future_reform_technology_kw,national_identity_nli,security_military_nli,economy_welfare_nli,foreign_policy_nli,democracy_institutions_nli,social_solidarity_nli,crisis_resilience_nli,future_reform_technology_nli,n_chunks
erdogan1,erdogan,tr,,symposium_speech,0.3097895790909091,0.19685239090909093,0.5302507863636363,0.002116151663636364,3.8650827363636364,0.24804761181818183,0.16300734636363637,0.37476489363636367,-0.03242120820909091,0.3565062363636364,0.21440499636363636,0.12939996263636364,0.2816614431818182,-0.05416444218181818,0.8142499818181819,0.2483579190909091,0.18589508454545456,0.5249216227272727,-0.0013136726954545456,0.1715265818181818,0.34990822181818176,0.30374419454545454,0.8788401354545455,0.10950521007636364,5.194944436363636,0.2777415027272727,0.17164285272727273,0.3440438881818182,-0.03847380460909091,1.0205187,0.3090006090909091,0.21320083454545455,0.38542319636363637,-0.022306862363636364,0.41322313636363633,0.27379218,0.21977413454545455,0.4083072122727273,-0.033757922545454545,0.0,0.6511758220063636,0.2736332794272727,0.040034385592727276,0.7547271145454545,0.7086431446181819,0.6435374225454545,0.6229562612727273,0.06420991011545454,11
erdogan2022,erdogan,tr,2022-12-31,new_year_message,0.2937533076470588,0.18998927211764705,0.45527383,-0.01392011782352941,2.3402272352941176,0.26727342764705886,0.19743370470588237,0.4313387421176471,-0.013195393729411765,0.8098580823529412,0.264849985882353,0.19118036258823531,0.4617647118235294,-0.003719453358823529,2.3934805588235295,0.27562137235294115,0.21244098176470588,0.5923935176470588,0.025949778529411764,1.5902930529411765,0.20607652823529413,0.1458151605882353,0.34695740511764706,-0.03432648332352941,0.6723612294117647,0.26598723058823526,0.15248962617647058,0.3147058811764706,-0.05022807450588235,0.11098778823529412,0.34288426235294117,0.24462891823529412,0.5355983791764706,0.011576792588235293,1.7928200411764705,0.26556319352941177,0.1980159555882353,0.3376267775294118,-0.0419869085882353,0.11764705882352941,0.8879558550588236,0.32734455021447056,0.40732283481235293,0.6793167090470588,0.2995485563611765,0.7500843025117647,0.6951255542941177,0.07513604089588236,17
erdogan2023,erdogan,tr,2023-12-31,new_year_message,0.35286968105263156,0.2310822552631579,0.6601633363157895,0.045196256973684214,2.2066785315789472,0.3080485963157895,0.22333881684210524,0.6296733189473684,0.027579775547368422,1.3194449368421053,0.23519626157894735,0.16383862505263158,0.38774954347368423,-0.03337317725263158,1.2133642105263156,0.29655370526315794,0.2323412205263158,0.686479127368421,0.04688211041052631,2.855930494736842,0.2349891936842105,0.1683068876842105,0.4990018178947368,-0.00541381739463158,0.8410948684210526,0.34912555368421055,0.22926612657894738,0.620417422631579,0.03291024542631579,1.1438779315789473,0.37750486842105263,0.2576504021052632,0.7068058047368421,0.04619739535789474,1.195057094736842,0.28348249578947365,0.2127939963157895,0.4369328457894737,-0.024067607115789473,0.4294828052631579,0.7826832462105263,0.5953003834542105,0.24719590498610527,0.8689093536842105,0.41461574160000003,0.9117912842105265,0.7424683873105263,0.05505166992710526,19
erdogan2024,erdogan,tr,2024-12-31,new_year_message,0.33414086875,0.217135634375,0.6060344881249999,0.026467446900000004,3.28552825625,0.27453404375,0.222752543125,0.482112068125,-0.00593477565625,1.0563691312499999,0.26141959875,0.195189254375,0.43168103375,-0.007149841149999999,1.69247299375,0.247367485,0.195533045,0.48728448875,-0.002304107773125001,0.930915825,0.235040140625,0.171400879375,0.451724135,-0.005362870575000001,1.1576128,0.343243510625,0.2180173075,0.589655175625,0.027028203937500002,1.0359032187500001,0.340125421875,0.23279144375,0.5560344875,0.0088179503375,0.95443945,0.28424587125,0.221573279375,0.44676724725,-0.0233042284375,0.183823525,0.74964217039375,0.146163918533125,0.25637634797875003,0.64691044,0.2807052470125,0.7208491201875,0.61629463650625,0.06948952246187501,16
erdogan2025,erdogan,tr,2025-12-31,new_year_message,0.2949816647058824,0.19137105176470587,0.4613590329411765,-0.012691762765882353,1.5573722588235295,0.2713434017647059,0.22017127764705882,0.4341785008235294,-0.009125418758823532,1.1747277352941177,0.24270141176470592,0.1706778685882353,0.3974645000882353,-0.025868026894117647,1.3589089705882353,0.24288519023529412,0.1915798,0.48549695470588233,-0.0067864043529411765,0.7204496235294118,0.20967055764705883,0.14857152,0.3692697771176471,-0.0307324541117647,0.7179602411764706,0.33092827588235296,0.20808733176470587,0.55547668,0.014712971020000002,1.5751685294117646,0.3335816870588235,0.22758067294117645,0.5153144017647059,0.0022742187588235285,1.3355380352941177,0.2513940194117647,0.19003600011764707,0.29705882679411766,-0.05615608424705882,0.30165913529411764,0.7732399032941176,0.29497849413235294,0.21169903873788234,0.6667637830411764,0.2889492598647059,0.7998589730000001,0.6083553235141176,0.03910206019,17
macron2022,macron,fr,2022-12-31,new_year_address,0.29775728205882357,0.23139222694117645,0.4819472589970588,-0.00991614292647059,1.213325986764706,0.28362940764705885,0.20520845605882354,0.49929006076470595,0.0031605853500000004,0.22153092647058822,0.316456915,0.22960762294117645,0.6970588229411765,0.047887475794117645,0.9513094900000001,0.22532799970588235,0.1930903166470588,0.40354969707058824,-0.02434359322352941,0.9876398705882352,0.25216508088235295,0.19121712147058822,0.5465517284117647,0.011762069486470588,0.5426215705882353,0.3001269238235294,0.24091393794117646,0.4597363064705883,-0.016088383491176472,0.40704358029411764,0.33576712205882353,0.26074653088235294,0.5005071042941177,0.004459651055882353,0.6142554802941177,0.36891237294117646,0.2813549679411765,0.6931034470588235,0.06136226917941176,0.4113750826470588,0.7671259886764706,0.28611889482364705,0.37145132212441173,0.5797736368061764,0.47210915844999995,0.9339543994117647,0.6423685514999999,0.26697410069588234,34
macron2023,macron,fr,2023-12-31,new_year_address,0.29249534666666666,0.2173754204166667,0.446408043625,-0.015178079145833334,1.3811506929166668,0.28917318666666664,0.21018080058333333,0.5357758631666667,0.00870436520833333,0.512809,0.28855396375000003,0.1978678265,0.5658045926666667,0.019984523700000003,0.6514067916666667,0.22681191229166667,0.19736502708333334,0.40272988625,-0.022859681564166668,0.9298709720833332,0.24660365250000002,0.18395904791666665,0.5514367826666667,0.006200640516666667,0.38608548333333337,0.27305904875000003,0.20343927250000002,0.33936781552083334,-0.04315625903333334,0.5505751387500001,0.311557385,0.23735296958333332,0.4225574681625,-0.019750085370833333,0.15587400208333332,0.37163641124999997,0.2752602808333333,0.7017241379166667,0.06408630954166666,0.5627950958333333,0.7937075554166667,0.384618771175,0.25593809151833335,0.5956564896625,0.4654680300208333,0.8399262326666667,0.5750252510666667,0.20472045347766665,24
macron2024,macron,fr,2024-12-31,new_year_address,0.28126063636363635,0.21618512545454546,0.39827586227272727,-0.026412788527272732,1.4015411272727272,0.25980026318181815,0.17711018118181818,0.4109717851818182,-0.02066855836818182,0.8307603636363635,0.2776229122727273,0.18694734386363637,0.5280564278636364,0.009053470595454543,0.5442630136363636,0.2307083840909091,0.19940367000000003,0.4274294687272727,-0.018963208903863635,1.1285406727272727,0.24880233090909093,0.18192838522727273,0.5286833818181819,0.008399319163636364,0.9059064363636363,0.26762324136363635,0.20494451136363637,0.3216300951818182,-0.04859206465454546,0.4905855136363636,0.319344725,0.24422711227272728,0.4148902782727273,-0.01196274595909091,0.5690543590909091,0.34835066,0.2531552290909091,0.6280564274545455,0.04080055715,0.524253190909091,0.7375278833090909,0.2969714111631818,0.278086746175,0.6948073711204545,0.45691017677272733,0.8239361655454546,0.5584352105681818,0.17986758355204546,22
macron2025,macron,fr,2025-12-31,new_year_address,0.30226074,0.23220252975,0.462715516625,-0.005412685062499999,1.15302396875,0.32436895312499997,0.24189060437499998,0.6528017290625,0.043900131625000005,0.6927248312500001,0.31259451375,0.22332492375000002,0.69202587,0.04402507755,1.24147675,0.24583697499999999,0.2098654121875,0.512931035625,-0.0038346178375000006,1.7960912875,0.263142374375,0.19597785875,0.64698275375,0.022739362068749998,0.62902666875,0.32912371625,0.2594486734375,0.544612066875,0.012908410249999999,0.26267135625,0.336147170625,0.2611901225,0.5284482771875,0.004839699625000001,0.5720628625,0.354138409375,0.2657596775,0.67823275375,0.046588307937500004,0.32434375,0.74714370229875,0.41598686614062497,0.241640234076875,0.57521535680625,0.546180483853125,0.79564573181875,0.6030799721875,0.122287806324375,16
merkel1,merkel,de,2016-12-31,new_year_address,0.2536109733333333,0.19762164083333333,0.29770114375,-0.05406245265,1.2514472333333333,0.23934068116666665,0.21616867416666666,0.3554597730833333,-0.041128140083333334,1.0209816916666667,0.20823606833333333,0.175463645,0.28563218740833335,-0.06033337216666667,0.887659525,0.2084667716666667,0.18368779133333332,0.33505746833333333,-0.041204821583333336,1.2182552583333333,0.22761559333333334,0.1945235346666667,0.44655173341666665,-0.012787415416666663,1.2150878583333333,0.3111821925,0.2576367058333333,0.47931035125000004,-0.005033117125,0.787426425,0.33466421166666666,0.2656767991666667,0.5281609178333333,0.0033567401166666663,0.3079536916666667,0.2572234216666667,0.19008301800000002,0.3761494287416667,-0.05032667870833334,0.4770114916666666,0.7422174953333333,0.42615973090250003,0.2448149122725,0.7356029206666667,0.5407793253416667,0.8463811483333333,0.7868840924166666,0.06541000458383332,12
