,erdogan,macron,merkel,putin,trump
erdogan,0.47294117647058825,0.3011764705882353,0.13058823529411767,0.041176470588235294,0.054117647058823534
macron,0.11919191919191918,0.6636363636363637,0.1474747474747475,0.0393939393939394,0.030303030303030304
merkel,0.11304347826086955,0.29130434782608694,0.5173913043478261,0.04130434782608696,0.03695652173913044
putin,0.05384615384615385,0.08076923076923077,0.026923076923076925,0.8269230769230769,0.011538461538461537
trump,0.07916666666666668,0.1395833333333333,0.05416666666666667,0.06666666666666667,0.6604166666666668
